cluster,identifier,Score
881,CNP0202525.16,-8.2
882,CNP0549980.1,-9.1
883,CNP0502724.1,-7.3
884,CNP0364749.1,-7.4
885,CNP0122244.0,-6.1
886,CNP0454559.2,-6.4
887,CNP0207007.2,-8.0
888,CNP0255680.2,-8.0
889,CNP0125925.2,-7.6
890,CNP0462443.1,-9.1
891,CNP0159069.3,-12.0
892,CNP0302245.0,-10.0
893,CNP0159727.2,-7.7
894,CNP0075458.1,-12.3
895,CNP0410699.1,-11.0
896,CNP0048804.3,-7.8
897,CNP0312578.1,-9.6
898,CNP0288299.3,-11.3
899,CNP0196036.4,-11.2
900,CNP0245687.3,-6.9
901,CNP0287577.2,-7.3
902,CNP0502004.0,-8.3
903,CNP0594916.1,-8.5
904,CNP0158400.20,-8.6
905,CNP0484845.1,-7.7
906,CNP0429327.1,-8.5
907,CNP0332140.2,-7.5
908,CNP0178742.4,-8.6
909,CNP0251641.4,-8.5
910,CNP0258718.2,-7.0
911,CNP0429986.1,-9.3
912,CNP0005249.1,-7.8
913,CNP0189525.1,-8.2
914,CNP0305519.2,-8.3
915,CNP0133915.2,-8.799
916,CNP0152559.3,-8.541
917,CNP0223682.2,-8.29
918,CNP0283251.1,-7.457
919,CNP0202111.1,-7.894
920,CNP0487476.1,-8.398
921,CNP0247855.0,-7.789
922,CNP0124989.2,-11.38
923,CNP0112849.1,-6.793
924,CNP0488879.1,-10.05
925,CNP0241301.1,-7.4
926,CNP0149036.4,-11.5
927,CNP0069222.3,-7.8
928,CNP0444501.1,-8.3
929,CNP0083925.1,-10.1
930,CNP0344010.1,-9.5
931,CNP0538994.1,-7.9
932,CNP0381709.2,-11.4
933,CNP0066168.1,-10.2
934,CNP0556708.2,-9.9
935,CNP0205816.0,-9.0
936,CNP0487003.1,-10.0
937,CNP0170309.1,-11.8
938,CNP0433455.1,-8.4
939,CNP0056467.2,-11.2
940,CNP0357564.1,-11.5
941,CNP0220038.12,-12.5
942,CNP0189308.3,-12.2
943,CNP0210931.1,-10.3
944,CNP0217597.1,-9.2
945,CNP0432383.1,-10.5
946,CNP0281180.8,-11.1
947,CNP0116235.0,-9.4
948,CNP0171823.3,-11.9
949,CNP0124771.1,-8.2
950,CNP0171944.2,-7.9
951,CNP0042430.7,-9.2
952,CNP0111350.2,-8.7
953,CNP0294162.0,-7.5
954,CNP0018840.0,-13.2
955,CNP0126320.1,-9.6
956,CNP0277465.1,-12.4
957,CNP0595685.1,-9.9
958,CNP0185874.0,-8.4
959,CNP0253243.10,-10.8
960,CNP0234971.1,-11.0
961,CNP0244178.1,-9.2
962,CNP0155146.1,-10.2
963,CNP0196423.4,-12.1
964,CNP0176563.5,-11.2
965,CNP0386349.2,-11.1
966,CNP0346061.5,-10.4
967,CNP0310249.1,-12.3
968,CNP0203632.1,-10.5
969,CNP0257751.1,-11.8
970,CNP0160418.1,-9.8
971,CNP0137055.1,-9.5
972,CNP0101599.1,-9.6
973,CNP0220184.1,-9.1
974,CNP0192810.2,-10.1
975,CNP0337006.2,-10.4
976,CNP0242759.1,-9.3
977,CNP0174784.0,-9.8
978,CNP0174690.1,-7.7
979,CNP0104630.0,-11.3
980,CNP0548354.0,-9.2
981,CNP0536399.1,-10.5
982,CNP0407104.2,-10.2
983,CNP0473499.1,-8.3
984,CNP0215502.5,-9.9
985,CNP0168735.1,-7.0
986,CNP0298134.1,-9.5
987,CNP0276660.1,-8.5
988,CNP0407119.1,-9.0
989,CNP0253650.1,-9.5
990,CNP0139397.4,-8.3
991,CNP0539896.1,-5.7
992,CNP0123762.2,-7.9
993,CNP0165569.4,-7.0
994,CNP0352713.1,-7.8
995,CNP0510692.1,-7.6
996,CNP0271839.1,-7.9
997,CNP0334500.2,-8.8
998,CNP0179180.2,-9.7
999,CNP0559056.1,-10.4
1000,CNP0245348.3,-11.29
1001,CNP0264346.1,-8.828
1002,CNP0478928.1,-8.928
1003,CNP0508861.1,-9.753
1004,CNP0249009.3,-8.758
1005,CNP0585473.0,-9.5
1006,CNP0355170.0,-9.0
1007,CNP0156966.1,-9.4
1008,CNP0193295.8,-8.2
1009,CNP0186504.2,-10.1
1010,CNP0293324.1,-10.8
1011,CNP0168463.7,-8.5
1012,CNP0126877.1,-9.9
1013,CNP0130636.1,-7.6
1014,CNP0244933.1,-8.6
1015,CNP0143879.8,-10.0
1016,CNP0181827.3,-9.9
1017,CNP0326904.4,-10.3
1018,CNP0383169.2,-8.5
1019,CNP0414164.2,-8.7
1020,CNP0313179.1,-8.0
1021,CNP0108624.1,-7.7
1022,CNP0158955.2,-8.3
1023,CNP0407002.1,-8.0
1024,CNP0115695.1,-8.0
1025,CNP0505209.0,-10.6
1026,CNP0508876.0,-8.7
1027,CNP0501440.1,-9.1
1028,CNP0449949.1,-11.6
1029,CNP0144152.1,-10.3
1030,CNP0286851.2,-8.1
1031,CNP0497724.0,-10.6
1032,CNP0269682.0,-7.0
1033,CNP0190405.2,-10.4
1034,CNP0155071.1,-8.6
1035,CNP0300741.7,-7.6
1036,CNP0533504.5,-8.9
1037,CNP0125672.5,-10.3
1038,CNP0276040.1,
1039,CNP0127109.2,-9.0
1040,CNP0197118.3,-7.7
1041,CNP0143949.1,-8.9
1042,CNP0079089.2,-9.0
1043,CNP0348653.4,-9.0
1044,CNP0510004.1,-8.4
1045,CNP0226252.4,-7.9
1046,CNP0397978.5,-9.0
1047,CNP0300254.5,-7.3
1048,CNP0170664.4,-8.6
1049,CNP0131713.2,-7.7
1050,CNP0208949.1,-7.8
1051,CNP0186786.0,-8.8
1052,CNP0549613.1,-9.0
1053,CNP0228447.2,-11.1
1054,CNP0252524.3,-8.6
1055,CNP0380196.0,-7.6
1056,CNP0304580.1,-9.4
1057,CNP0076255.1,-8.7
1058,CNP0158156.1,-9.4
1059,CNP0371410.0,-10.0
1060,CNP0401404.4,-8.8
1061,CNP0422742.1,-9.0
1062,CNP0301945.1,-8.3
1063,CNP0186925.2,-9.0
1064,CNP0295755.1,-7.5
1065,CNP0345317.2,-9.0
1066,CNP0158022.1,-10.7
1067,CNP0202875.1,-9.9
1068,CNP0285821.3,-10.7
1069,CNP0160910.3,-10.0
1070,CNP0183464.0,-10.5
1071,CNP0329957.2,-8.9
1072,CNP0023470.1,-10.5
1073,CNP0206487.3,-11.2
1074,CNP0214326.5,-10.0
1075,CNP0354971.1,-10.0
1076,CNP0355981.1,-10.4
1077,CNP0081326.3,-10.4
1078,CNP0167640.1,-9.3
1079,CNP0025596.1,-8.5
1080,CNP0194412.1,-7.775
1081,CNP0177868.2,-9.356
1082,CNP0138526.2,-10.79
1083,CNP0372704.2,-10.26
1084,CNP0180850.1,-7.08
1085,CNP0504535.0,-8.9
1086,CNP0318647.2,-8.7
1087,CNP0302627.5,-8.1
1088,CNP0243811.3,-11.5
1089,CNP0564236.1,-8.6
1090,CNP0546926.1,-8.6
1091,CNP0233589.1,-7.2
1092,CNP0435389.3,-8.2
1093,CNP0212935.2,-9.1
1094,CNP0091943.1,-9.6
1095,CNP0413549.1,-9.4
1096,CNP0145828.5,-9.2
1097,CNP0378697.0,-9.4
1098,CNP0007640.1,-8.0
1099,CNP0182700.1,-9.7
1100,CNP0309127.1,-11.9
1101,CNP0418113.1,-11.1
1102,CNP0083150.1,-7.2
1103,CNP0088007.0,-8.7
1104,CNP0364546.8,-9.7
1105,CNP0311948.1,-7.9
1106,CNP0485006.1,-10.4
1107,CNP0381361.0,-7.2
1108,CNP0283214.0,-8.9
1109,CNP0275090.0,-8.3
1110,CNP0347010.0,-8.5
1111,CNP0039824.0,-8.7
1112,CNP0115764.0,-7.7
1113,CNP0219001.0,-8.7
1114,CNP0534840.1,-8.5
1115,CNP0140517.2,-10.1
1116,CNP0526312.0,-7.6
1117,CNP0186010.10,-7.9
1118,CNP0430143.1,-8.4
1119,CNP0287582.1,-7.3
1120,CNP0204151.0,-7.912
1121,CNP0332438.0,-7.975
1122,CNP0360229.1,-9.641
1123,CNP0265047.0,-9.479
1124,CNP0231545.1,-8.98
1125,CNP0457473.4,-7.458
1126,CNP0445729.0,-8.437
1127,CNP0077963.0,-7.313
1128,CNP0506628.0,-8.802
1129,CNP0513046.0,-7.169
1130,CNP0108425.0,-6.512
1131,CNP0172778.1,-9.464
1132,CNP0225918.1,-8.336
1133,CNP0469340.2,-8.37
1134,CNP0206347.1,-11.64
1135,CNP0193566.5,-8.2
1136,CNP0201913.2,-8.2
1137,CNP0567134.1,-9.2
1138,CNP0328146.1,-9.3
1139,CNP0119964.3,-9.5
1140,CNP0253647.7,-6.6
1141,CNP0403629.1,-6.5
1142,CNP0161791.1,-8.2
1143,CNP0601987.1,
1144,CNP0502563.0,-8.2
1145,CNP0272183.1,-10.0
1146,CNP0462319.0,-6.8
1147,CNP0133760.2,-8.9
1148,CNP0167657.3,
1149,CNP0272661.1,-11.3
1150,CNP0278651.3,-9.7
1151,CNP0046088.1,-9.0
1152,CNP0575411.0,-10.2
1153,CNP0085167.2,-9.9
1154,CNP0304215.3,-9.5
1155,CNP0085199.1,-8.9
1156,CNP0091288.2,-9.1
1157,CNP0348278.2,-10.9
1158,CNP0159804.3,-8.5
1159,CNP0433700.0,-6.8
1160,CNP0214654.1,-7.4
1161,CNP0270914.1,-7.6
1162,CNP0380027.1,-11.2
1163,CNP0499663.1,-8.0
1164,CNP0214059.0,-8.4
1165,CNP0358842.1,-12.6
1166,CNP0114673.0,-9.1
1167,CNP0365452.0,-8.5
1168,CNP0508791.1,
1169,CNP0369478.0,-8.7
1170,CNP0241163.0,-8.872
1171,CNP0114509.0,
1172,CNP0424401.0,-9.851
1173,CNP0250916.0,-10.94
1174,CNP0605549.0,-7.865
1175,CNP0335687.0,-9.9
1176,CNP0104408.0,-9.5
1177,CNP0494620.0,-7.8
1178,CNP0147396.11,-10.5
1179,CNP0133357.1,-5.8
1180,CNP0212264.4,-8.5
1181,CNP0226405.14,-11.5
1182,CNP0212673.1,-10.7
1183,CNP0239650.7,-13.0
1184,CNP0257299.1,-10.1
1185,CNP0145506.1,-8.1
1186,CNP0129570.3,-7.1
1187,CNP0072214.1,-6.5
1188,CNP0202552.0,-7.7
1189,CNP0501824.0,-9.9
1190,CNP0212067.1,-8.3
1191,CNP0134545.1,-10.2
1192,CNP0139366.0,-8.9
1193,CNP0080384.1,-7.9
1194,CNP0147898.0,-8.5
1195,CNP0101845.0,-8.3
1196,CNP0171453.0,-8.5
1197,CNP0147046.0,-8.9
1198,CNP0324587.3,-7.2
1199,CNP0347235.0,-11.1
1200,CNP0213639.2,-7.2
1201,CNP0251248.1,-11.2
1202,CNP0191812.0,-4.4
1203,CNP0242217.2,-7.0
1204,CNP0262326.3,-10.1
1205,CNP0556493.0,-8.7
1206,CNP0267479.1,-6.6
1207,CNP0256418.1,-5.8
1208,CNP0309886.0,-10.4
1209,CNP0178002.0,-9.0
1210,CNP0280135.2,-10.3
1211,CNP0280810.0,-9.4
1212,CNP0111156.4,-10.1
1213,CNP0536195.1,-8.1
1214,CNP0176208.1,
1215,CNP0327867.1,-11.2
1216,CNP0223998.1,-10.5
1217,CNP0003706.1,-10.3
1218,CNP0174548.1,-7.1
1219,CNP0224878.1,-8.8
1220,CNP0151999.1,-8.4
1221,CNP0532653.0,-8.1
1222,CNP0422322.1,-9.7
1223,CNP0204272.1,-7.6
1224,CNP0130583.1,-7.1
1225,CNP0336825.0,-6.3
1226,CNP0586366.0,-8.6
1227,CNP0411225.1,-8.8
1228,CNP0138077.29,-11.8
1229,CNP0178323.1,-12.2
1230,CNP0285763.0,-3.8
1231,CNP0123755.0,-9.5
1232,CNP0248691.2,-10.5
1233,CNP0236133.1,-9.0
1234,CNP0226208.1,-10.9
1235,CNP0178442.2,
1236,CNP0408461.1,
1237,CNP0305995.0,-5.4
1238,CNP0308064.1,-7.8
1239,CNP0545261.1,-8.6
1240,CNP0121352.0,-9.6
1241,CNP0191075.6,-9.3
1242,CNP0263459.1,-9.3
1243,CNP0535608.1,-8.7
1244,CNP0313730.0,-6.0
1245,CNP0359071.1,-7.0
1246,CNP0566122.1,-8.8
1247,CNP0257266.0,
1248,CNP0350782.1,-10.8
1249,CNP0231115.1,-11.8
1250,CNP0320785.1,-10.4
1251,CNP0508238.0,-7.6
1252,CNP0074234.0,-7.4
1253,CNP0225843.0,-7.3
1254,CNP0386414.0,-4.6
1255,CNP0206987.8,-8.895
1256,CNP0445239.3,-7.959
1257,CNP0333920.1,-11.45
1258,CNP0123183.0,-9.816
1259,CNP0342321.2,-11.38
1260,CNP0154557.1,-9.715
1261,CNP0050070.1,-10.18
1262,CNP0121904.2,-6.999
1263,CNP0448164.1,-6.966
1264,CNP0292462.0,-9.677
1265,CNP0114350.3,-12.4
1266,CNP0267469.1,-9.4
1267,CNP0254242.1,-8.2
1268,CNP0010613.1,-10.2
1269,CNP0148313.1,-10.1
1270,CNP0224497.2,-8.9
1271,CNP0079488.0,
1272,CNP0159963.2,-8.7
1273,CNP0544990.1,-7.4
1274,CNP0112690.1,-6.4
1275,CNP0425960.1,-8.4
1276,CNP0165160.1,-9.3
1277,CNP0065752.0,-9.8
1278,CNP0333791.0,-8.5
1279,CNP0172776.1,-9.4
1280,CNP0298832.1,-7.2
1281,CNP0391091.2,-7.2
1282,CNP0115362.1,-8.1
1283,CNP0436322.0,-5.9
1284,CNP0115636.2,-8.1
1285,CNP0067697.1,-7.3
1286,CNP0142184.1,-9.4
1287,CNP0273078.0,-6.9
1288,CNP0344524.2,-5.9
1289,CNP0213916.1,-6.1
1290,CNP0244068.3,-6.7
1291,CNP0081117.1,-7.9
1292,CNP0136413.7,-7.3
1293,CNP0071843.1,-6.4
1294,CNP0259826.5,-7.7
1295,CNP0369680.1,-9.1
1296,CNP0178989.4,-6.8
1297,CNP0348742.3,-6.7
1298,CNP0143065.1,
1299,CNP0189480.1,-7.3
1300,CNP0108727.0,-8.1
1301,CNP0116997.3,-7.4
1302,CNP0269462.0,-5.8
1303,CNP0351194.1,
1304,CNP0378105.1,-10.5
1305,CNP0305281.1,-8.7
1306,CNP0147645.1,-7.7
1307,CNP0348085.1,-7.9
1308,CNP0269439.3,-8.5
1309,CNP0581777.1,-8.2
1310,CNP0279389.1,-7.1
1311,CNP0112523.2,-7.4
1312,CNP0080269.0,-5.1
1313,CNP0482598.0,-5.8
1314,CNP0162404.1,-5.7
1315,CNP0382697.0,-6.4
1316,CNP0041825.0,-5.6
1317,CNP0426218.1,-8.2
1318,CNP0106309.1,-9.4
1319,CNP0551666.1,-8.7
1320,CNP0121983.1,-8.1
1321,CNP0580408.1,-10.6
1322,CNP0096797.1,-7.8
1323,CNP0043047.1,-8.1
1324,CNP0166848.4,-10.5
1325,CNP0265803.9,-7.9
1326,CNP0237156.2,-9.2
1327,CNP0363193.0,
1328,CNP0300089.1,-10.5
1329,CNP0148303.1,-10.3
1330,CNP0525032.2,-9.3
1331,CNP0267463.1,-9.7
1332,CNP0584169.1,-11.5
1333,CNP0368146.2,-10.0
1334,CNP0432256.1,-9.2
1335,CNP0409448.1,-9.1
1336,CNP0087368.2,-10.0
1337,CNP0255067.5,-9.2
1338,CNP0083580.1,-10.6
1339,CNP0515440.8,-11.5
1340,CNP0395240.3,-9.1
1341,CNP0388319.1,-12.3
1342,CNP0556760.1,
1343,CNP0267138.1,-9.3
1344,CNP0531557.1,-9.3
1345,CNP0523423.1,-8.5
1346,CNP0482183.0,-8.8
1347,CNP0186421.1,-9.9
1348,CNP0564848.1,-8.8
1349,CNP0268845.1,-12.2
1350,CNP0513717.1,-9.5
1351,CNP0380738.1,-9.8
1352,CNP0555718.1,-11.6
1353,CNP0244612.1,-9.8
1354,CNP0434828.2,-8.4
1355,CNP0296105.1,-9.4
1356,CNP0411770.0,-8.6
1357,CNP0365727.1,-9.1
1358,CNP0047142.0,-10.9
1359,CNP0565015.0,-10.1
1360,CNP0589872.1,-10.3
1361,CNP0140799.5,-10.5
1362,CNP0334139.4,-9.1
1363,CNP0528448.2,-9.2
1364,CNP0413794.0,-9.3
1365,CNP0249514.3,-9.1
1366,CNP0307528.3,-10.2
1367,CNP0140329.1,
1368,CNP0231964.2,-10.4
1369,CNP0460708.2,-10.2
1370,CNP0349603.1,-8.1
1371,CNP0387671.1,-9.0
1372,CNP0115784.1,-8.2
1373,CNP0388691.1,-11.6
1374,CNP0386019.2,-11.0
1375,CNP0299467.1,-12.8
1376,CNP0442229.0,-7.6
1377,CNP0552324.1,-9.1
1378,CNP0346535.2,-7.0
1379,CNP0557214.1,-10.1
1380,CNP0274376.0,-11.2
1381,CNP0062558.2,-9.7
1382,CNP0101496.1,-8.2
1383,CNP0351469.2,-10.1
1384,CNP0233102.1,-8.8
1385,CNP0359699.2,-8.564
1386,CNP0204505.1,-10.78
1387,CNP0131147.3,-10.61
1388,CNP0112935.2,-10.32
1389,CNP0302425.1,-10.22
1390,CNP0478069.1,-9.755
1391,CNP0590765.2,-10.35
1392,CNP0104537.1,-10.58
1393,CNP0190411.1,-10.31
1394,CNP0032111.1,-10.86
1395,CNP0577458.1,-8.558
1396,CNP0365983.2,-8.165
1397,CNP0174156.4,-10.55
1398,CNP0585444.1,-9.804
1399,CNP0003433.1,-11.78
1400,CNP0286439.1,-8.5
1401,CNP0287981.0,-8.8
1402,CNP0270473.1,-10.5
1403,CNP0227892.1,-8.3
1404,CNP0284063.1,-9.4
1405,CNP0260481.1,-9.3
1406,CNP0234176.1,-11.2
1407,CNP0136822.2,-9.8
1408,CNP0077771.0,-7.0
1409,CNP0176652.0,-10.0
1410,CNP0426443.1,-10.2
1411,CNP0186673.3,-9.3
1412,CNP0210878.1,-11.8
1413,CNP0219575.3,-9.3
1414,CNP0142639.3,-9.6
1415,CNP0125309.1,-10.8
1416,CNP0154057.3,-8.6
1417,CNP0199264.2,-10.9
1418,CNP0345052.1,-9.5
1419,CNP0182959.8,-9.8
1420,CNP0141207.4,-11.2
1421,CNP0479885.2,-9.3
1422,CNP0288817.3,-8.2
1423,CNP0422118.0,-11.5
1424,CNP0196219.2,-10.3
1425,CNP0008956.3,-10.0
1426,CNP0347151.1,-10.2
1427,CNP0060924.2,-9.6
1428,CNP0100614.4,-10.0
1429,CNP0308978.16,-7.8
1430,CNP0531309.1,-8.7
1431,CNP0321999.3,-9.6
1432,CNP0220054.4,-9.6
1433,CNP0145182.0,-9.4
1434,CNP0294153.2,-10.3
1435,CNP0130317.0,-10.9
1436,CNP0571797.1,-10.6
1437,CNP0151843.1,-9.9
1438,CNP0164064.1,-9.5
1439,CNP0269098.7,-8.3
1440,CNP0365030.3,-11.1
1441,CNP0143344.1,-10.9
1442,CNP0353715.12,-10.3
1443,CNP0280679.2,-10.0
1444,CNP0286408.3,-9.3
1445,CNP0501466.0,-11.45
1446,CNP0135358.2,-7.773
1447,CNP0368539.4,-10.65
1448,CNP0337253.1,-10.57
1449,CNP0276722.1,-11.18
1450,CNP0079246.1,-8.5
1451,CNP0369729.6,-9.5
1452,CNP0132111.0,-7.8
1453,CNP0602859.4,-7.3
1454,CNP0362028.5,
1455,CNP0149173.2,-7.4
1456,CNP0273569.1,-9.1
1457,CNP0203098.1,-8.6
1458,CNP0103463.2,-8.7
1459,CNP0344984.1,
1460,CNP0198308.2,-9.4
1461,CNP0255252.0,-10.7
1462,CNP0261021.2,-9.5
1463,CNP0351336.3,-8.2
1464,CNP0305168.1,-7.5
1465,CNP0311045.2,-9.5
1466,CNP0260373.1,-8.8
1467,CNP0303439.1,-8.1
1468,CNP0445642.2,-9.4
1469,CNP0381894.2,-10.6
1470,CNP0443425.1,-9.7
1471,CNP0070596.1,-8.5
1472,CNP0345956.1,-10.6
1473,CNP0460642.1,-8.9
1474,CNP0104320.1,-9.1
1475,CNP0391989.2,-9.9
1476,CNP0240391.2,-10.4
1477,CNP0096620.2,-9.7
1478,CNP0098880.1,-8.0
1479,CNP0540231.1,-7.7
1480,CNP0392194.1,-8.1
1481,CNP0325812.0,-7.6
1482,CNP0231490.2,-7.5
1483,CNP0299526.3,-9.8
1484,CNP0331517.0,-7.5
1485,CNP0286273.0,-8.0
1486,CNP0572224.0,-9.5
1487,CNP0280741.0,-8.2
1488,CNP0317160.0,-8.1
1489,CNP0482988.2,-9.4
1490,CNP0370584.3,-9.8
1491,CNP0373184.1,-11.3
1492,CNP0363149.5,-10.8
1493,CNP0485715.2,-9.2
1494,CNP0141832.1,-8.4
1495,CNP0219507.0,-10.5
1496,CNP0323043.0,-7.5
1497,CNP0179112.2,-14.0
1498,CNP0513162.1,-10.9
1499,CNP0311387.1,-10.5
1500,CNP0409505.1,-10.0
1501,CNP0231000.2,-9.5
1502,CNP0405404.0,-10.5
1503,CNP0073394.1,-7.8
1504,CNP0335337.3,-9.3
1505,CNP0377897.1,-7.7
1506,CNP0409011.0,-8.0
1507,CNP0393251.1,-10.2
1508,CNP0015049.1,-10.6
1509,CNP0405959.1,-10.3
1510,CNP0381203.1,-9.1
1511,CNP0383465.1,-9.0
1512,CNP0342040.0,-10.1
1513,CNP0522509.1,-9.9
1514,CNP0310051.1,-9.0
1515,CNP0157430.1,-9.211
1516,CNP0246457.1,-9.152
1517,CNP0574353.2,-8.523
1518,CNP0015371.1,-8.424
1519,CNP0325125.0,-9.444
1520,CNP0015440.1,-8.464
1521,CNP0511367.5,-11.74
1522,CNP0192328.6,-9.712
1523,CNP0110615.2,-9.765
1524,CNP0259312.2,-11.18
1525,CNP0532264.1,-10.3
1526,CNP0084883.1,-8.8
1527,CNP0134207.2,-8.8
1528,CNP0177922.1,-10.3
1529,CNP0188411.1,-10.4
1530,CNP0405078.0,-8.801
1531,CNP0169206.0,-8.777
1532,CNP0403917.1,-8.751
1533,CNP0063296.1,-8.318
1534,CNP0520230.2,-8.232
1535,CNP0370048.2,-10.3
1536,CNP0377850.1,-9.9
1537,CNP0215466.1,-10.0
1538,CNP0443600.2,-9.8
1539,CNP0219378.4,-10.7
1540,CNP0594323.2,-9.8
1541,CNP0138676.6,-10.5
1542,CNP0384832.2,-10.8
1543,CNP0292412.1,-8.7
1544,CNP0176279.2,-11.0
1545,CNP0391215.1,-10.5
1546,CNP0410086.1,-8.4
1547,CNP0270127.1,-9.4
1548,CNP0274121.1,-8.7
1549,CNP0306894.5,-8.7
1550,CNP0267308.1,-7.6
1551,CNP0526248.3,-9.4
1552,CNP0462698.1,-8.4
1553,CNP0011894.1,-8.5
1554,CNP0342118.1,-11.9
1555,CNP0544804.1,-9.2
1556,CNP0226222.2,-7.9
1557,CNP0151052.3,-10.3
1558,CNP0250948.1,-7.8
1559,CNP0322622.2,-9.9
1560,CNP0173988.2,-8.3
1561,CNP0292819.2,
1562,CNP0578927.2,-8.4
1563,CNP0112519.1,-9.4
1564,CNP0205426.1,-9.0
1565,CNP0238560.0,-9.0
1566,CNP0147321.1,-9.9
1567,CNP0506655.1,-9.7
1568,CNP0213127.2,-8.5
1569,CNP0405696.1,-8.8
1570,CNP0195294.2,-10.3
1571,CNP0132370.2,-7.9
1572,CNP0505617.1,-9.8
1573,CNP0012673.1,-9.0
1574,CNP0322189.1,-9.8
1575,CNP0215162.2,-8.9
1576,CNP0275683.1,-10.2
1577,CNP0347591.2,-8.8
1578,CNP0013888.1,-10.0
1579,CNP0016771.1,-8.7
1580,CNP0266895.1,-8.3
1581,CNP0060736.1,-10.4
1582,CNP0003699.1,-8.5
1583,CNP0545137.1,-8.1
1584,CNP0204898.2,-10.0
1585,CNP0542440.2,-9.0
1586,CNP0496816.2,-8.9
1587,CNP0401635.0,-8.7
1588,CNP0381055.1,-12.3
1589,CNP0225753.2,-11.2
1590,CNP0535118.1,-9.5
1591,CNP0035104.2,-8.5
1592,CNP0400861.1,-8.9
1593,CNP0224852.0,-9.5
1594,CNP0315805.0,-7.2
1595,CNP0604214.0,-8.2
1596,CNP0263668.3,-10.5
1597,CNP0371535.1,-11.5
1598,CNP0373848.2,-9.5
1599,CNP0499929.2,-8.2
1600,CNP0389047.1,-9.7
1601,CNP0590580.0,-9.4
1602,CNP0172260.3,-9.5
1603,CNP0469924.1,-9.4
1604,CNP0226649.3,-8.2
1605,CNP0244725.1,-9.2
1606,CNP0359299.1,-10.0
1607,CNP0393143.1,-9.8
1608,CNP0114183.1,-7.9
1609,CNP0477514.1,-6.7
1610,CNP0352799.0,-6.5
1611,CNP0205359.0,-6.4
1612,CNP0394173.1,-8.9
1613,CNP0523193.1,-7.7
1614,CNP0147515.0,-9.1
1615,CNP0603695.1,-9.2
1616,CNP0459454.1,-8.9
1617,CNP0307575.1,-8.8
1618,CNP0453751.3,-8.0
1619,CNP0391107.2,-8.1
1620,CNP0166992.0,-8.69
1621,CNP0392584.2,-8.016
1622,CNP0051900.4,-8.185
1623,CNP0261081.3,-8.572
1624,CNP0375921.2,-7.952
1625,CNP0561799.1,
1626,CNP0196987.0,-6.5
1627,CNP0212337.0,-5.9
1628,CNP0605871.0,-5.6
1629,CNP0213621.1,-9.1
1630,CNP0583805.0,-9.0
1631,CNP0582677.1,-11.2
1632,CNP0134030.3,-11.0
1633,CNP0382751.1,-8.5
1634,CNP0142292.6,-10.2
1635,CNP0416197.1,-8.1
1636,CNP0592782.0,-7.7
1637,CNP0057428.1,-10.2
1638,CNP0471027.1,-9.3
1639,CNP0577461.1,-8.5
1640,CNP0541289.1,-10.5
1641,CNP0191959.1,-10.3
1642,CNP0603129.0,-8.9
1643,CNP0542882.1,-9.1
1644,CNP0053394.0,-6.8
1645,CNP0056799.0,-6.213
1646,CNP0167976.2,-7.523
1647,CNP0291801.2,-9.204
1648,CNP0095098.3,-9.12
1649,CNP0581952.1,-7.465
1650,CNP0121906.1,-7.311
1651,CNP0195831.1,-7.645
1652,CNP0538733.2,-6.371
1653,CNP0521293.1,-6.167
1654,CNP0581720.0,-10.48
1655,CNP0009456.0,-8.8
1656,CNP0087625.0,-7.7
1657,CNP0036618.0,-10.7
1658,CNP0204291.0,-7.0
1659,CNP0116925.0,-10.1
1660,CNP0270212.0,-9.1
1661,CNP0378184.0,-7.3
1662,CNP0322534.0,-10.2
1663,CNP0559842.0,-11.8
1664,CNP0402360.0,-9.4
1665,CNP0259220.0,-10.5
1666,CNP0578816.0,-7.5
1667,CNP0332617.0,-6.8
1668,CNP0361628.0,-7.9
1669,CNP0024381.0,-11.4
1670,CNP0100574.0,-9.0
1671,CNP0161937.0,-9.4
1672,CNP0258130.0,-9.4
1673,CNP0413564.0,-8.2
1674,CNP0000210.0,-9.0
1675,CNP0467846.0,-9.3
1676,CNP0501559.0,-10.4
1677,CNP0480672.0,-9.5
1678,CNP0478002.0,-9.1
1679,CNP0548018.0,-10.6
1680,CNP0391791.0,-10.7
1681,CNP0064219.0,-10.5
1682,CNP0390086.0,-9.7
