cluster,identifier,Score
81,CNP0247252.1,-9.0
82,CNP0557701.2,-5.3
83,CNP0211232.1,-9.6
84,CNP0350270.2,-6.8
85,CNP0277591.1,-9.1
86,CNP0585209.1,-6.1
87,CNP0515182.2,-5.9
88,CNP0538017.1,-6.7
89,CNP0482222.1,
90,CNP0053101.9,-10.5
91,CNP0097228.2,-11.1
92,CNP0097787.1,-10.1
93,CNP0298717.2,-10.6
94,CNP0571282.9,-10.9
95,CNP0147262.1,-11.0
96,CNP0552331.3,-7.1
97,CNP0419939.1,-11.4
98,CNP0256611.1,-9.6
99,CNP0100002.1,-11.7
100,CNP0411216.1,-12.66
101,CNP0476790.1,-10.36
102,CNP0491664.1,-6.368
103,CNP0420378.1,-10.47
104,CNP0150449.2,-8.446
105,CNP0593339.2,-6.9
106,CNP0533175.2,-4.6
107,CNP0102180.1,-11.1
108,CNP0087907.3,-9.8
109,CNP0155226.1,-8.5
110,CNP0214535.0,-11.3
111,CNP0412532.1,-10.3
112,CNP0255705.1,-10.0
113,CNP0491433.1,-5.3
114,CNP0421903.1,-10.8
115,CNP0420565.1,-8.3
116,CNP0411866.2,-7.2
117,CNP0158355.3,-5.2
118,CNP0270749.1,-9.2
119,CNP0420412.1,-9.3
120,CNP0097367.1,-9.3
121,CNP0446575.1,-8.4
122,CNP0545794.1,-7.1
123,CNP0513670.2,-5.7
124,CNP0100551.1,-13.0
125,CNP0144949.3,-10.21
126,CNP0006120.1,-8.493
127,CNP0511728.1,-9.873
128,CNP0560269.2,-7.075
129,CNP0520718.2,-6.883
130,CNP0038929.0,-5.6
131,CNP0033768.1,-10.7
132,CNP0185613.0,-10.2
133,CNP0533593.1,-11.3
134,CNP0200697.1,-6.4
135,CNP0529069.1,-4.92
136,CNP0575975.1,-4.948
137,CNP0598538.1,-5.254
138,CNP0314036.1,-6.228
139,CNP0436519.0,-5.598
140,CNP0282753.1,-6.3
141,CNP0256711.4,-6.6
142,CNP0577013.2,-5.6
143,CNP0196216.1,-6.1
144,CNP0580735.1,-6.3
145,CNP0580508.1,-5.5
146,CNP0501779.2,-5.9
147,CNP0599072.1,-5.8
148,CNP0362302.0,-8.0
149,CNP0387457.0,-10.7
150,CNP0550321.2,-5.9
151,CNP0366108.5,-9.9
152,CNP0600678.2,-6.6
153,CNP0594153.1,-5.7
154,CNP0256916.2,-9.8
155,CNP0011408.1,-8.3
156,CNP0104411.1,-7.6
157,CNP0119849.2,-6.8
158,CNP0476922.2,-9.7
159,CNP0245096.1,-12.1
160,CNP0152089.0,-3.6
161,CNP0111719.0,-6.9
162,CNP0187106.1,-8.1
163,CNP0213640.1,-8.1
164,CNP0249303.1,-12.4
165,CNP0110534.2,-11.72
166,CNP0458009.0,-6.721
167,CNP0441866.1,
168,CNP0373324.3,-9.853
169,CNP0582082.1,-4.932
170,CNP0419536.0,-5.8
171,CNP0515371.1,-5.0
172,CNP0547916.2,-4.9
173,CNP0509711.2,-4.4
174,CNP0593772.1,-6.3
175,CNP0575637.1,-6.3
176,CNP0527917.0,-6.7
177,CNP0566660.1,-10.2
178,CNP0538239.1,-6.6
179,CNP0555768.2,-6.0
180,CNP0550172.3,-8.5
181,CNP0175721.7,-11.1
182,CNP0148072.1,-9.6
183,CNP0570973.2,-5.8
184,CNP0486398.2,-6.3
185,CNP0196914.4,-9.9
186,CNP0181838.1,-8.3
187,CNP0289302.3,-11.1
188,CNP0524038.1,-9.5
189,CNP0108469.3,-8.5
190,CNP0491325.1,
191,CNP0572585.1,-6.2
192,CNP0563469.1,-5.5
193,CNP0531344.1,
194,CNP0574558.1,-13.3
195,CNP0575915.1,-4.5
196,CNP0509851.1,-6.5
197,CNP0500389.2,-6.2
198,CNP0561559.2,-6.1
199,CNP0287611.7,-10.6
200,CNP0092861.1,-9.166
201,CNP0535866.1,-5.65
202,CNP0493334.2,-6.086
203,CNP0504537.1,-6.693
204,CNP0596952.1,-6.3
205,CNP0497382.1,-5.9
206,CNP0418425.1,-8.5
207,CNP0085787.0,-5.0
208,CNP0174494.0,-10.4
209,CNP0224227.2,-8.9
210,CNP0233421.3,-9.9
211,CNP0560986.1,-6.4
212,CNP0588130.1,-6.5
213,CNP0231363.1,-9.8
214,CNP0431929.2,-11.2
215,CNP0485591.1,-8.5
216,CNP0499964.1,-5.7
217,CNP0129321.2,-10.5
218,CNP0505639.2,-5.8
219,CNP0542992.2,-6.8
220,CNP0483565.0,-4.8
221,CNP0158475.0,-3.7
222,CNP0518301.1,-6.6
223,CNP0573104.1,-6.5
224,CNP0584724.1,
225,CNP0553613.2,-6.0
226,CNP0491531.2,-7.0
227,CNP0486176.1,-14.8
228,CNP0601732.1,-6.1
229,CNP0018665.1,-9.9
230,CNP0481668.2,-6.0
231,CNP0522605.1,-5.7
232,CNP0479398.2,-6.2
233,CNP0572383.2,-6.0
234,CNP0530546.1,-4.6
235,CNP0284077.2,-7.5
236,CNP0238744.2,-8.8
237,CNP0394912.3,-9.9
238,CNP0330861.2,-7.8
239,CNP0181286.1,-9.1
240,CNP0596380.1,-6.3
241,CNP0587917.1,-6.4
242,CNP0481032.2,-6.0
243,CNP0594544.1,-5.6
244,CNP0497700.2,
245,CNP0479226.1,-9.7
246,CNP0062544.0,-9.6
247,CNP0123840.1,-8.0
248,CNP0551312.1,-6.8
249,CNP0540784.3,-6.9
250,CNP0603716.1,-11.3
251,CNP0252691.0,-8.8
252,CNP0163734.0,-6.6
253,CNP0435339.0,-6.5
254,CNP0552045.2,-6.4
255,CNP0283320.3,-10.9
256,CNP0179769.3,-8.8
257,CNP0481623.2,-6.0
258,CNP0479357.1,-10.0
259,CNP0509789.1,-7.2
260,CNP0542694.1,-6.154
261,CNP0582144.1,-5.913
262,CNP0098314.1,-8.334
263,CNP0492636.2,-6.133
264,CNP0585192.2,-5.506
265,CNP0492375.9,-12.94
266,CNP0488594.2,-11.8
267,CNP0517416.1,-6.592
268,CNP0237866.1,-8.207
269,CNP0537175.2,-4.658
270,CNP0531773.2,-6.639
271,CNP0549974.2,-5.957
272,CNP0602552.2,-9.309
273,CNP0583667.1,-6.341
274,CNP0519003.2,-6.427
275,CNP0551033.1,-6.0
276,CNP0579492.1,-6.3
277,CNP0584335.2,-6.2
278,CNP0184873.1,-9.4
279,CNP0156848.9,-9.1
280,CNP0602929.1,-6.2
281,CNP0542704.1,-5.8
282,CNP0485649.2,-6.4
283,CNP0560629.1,-5.0
284,CNP0604044.1,-6.6
285,CNP0568126.2,-4.7
286,CNP0173572.2,-7.1
287,CNP0481604.2,-6.1
288,CNP0594408.1,-6.3
289,CNP0545011.1,-5.4
290,CNP0495619.0,-9.455
291,CNP0569920.1,-5.512
292,CNP0599609.2,-6.589
293,CNP0540422.1,-6.93
294,CNP0522472.2,-5.704
295,CNP0496580.1,-5.6
296,CNP0554593.1,-4.9
297,CNP0339541.1,-9.7
298,CNP0491320.1,-6.3
299,CNP0528953.2,-6.8
300,CNP0581872.2,-5.2
301,CNP0504169.1,-7.0
302,CNP0574517.2,-5.8
303,CNP0588136.1,-10.2
304,CNP0491465.1,-6.8
305,CNP0588116.1,-6.7
306,CNP0599758.2,-6.8
307,CNP0522578.1,-4.0
308,CNP0604864.2,-5.6
309,CNP0553108.1,-6.2
310,CNP0548346.2,-6.8
311,CNP0536104.1,-6.1
312,CNP0113766.0,-5.5
313,CNP0082358.1,-7.6
314,CNP0394361.2,-9.0
315,CNP0548643.0,-5.2
316,CNP0220776.0,-8.5
317,CNP0190699.2,-6.6
318,CNP0252230.2,-11.0
319,CNP0119709.0,-4.0
320,CNP0323605.1,-5.6
321,CNP0166474.1,-8.5
322,CNP0387622.1,-10.5
323,CNP0196407.1,-10.1
324,CNP0054517.1,-8.7
325,CNP0480240.3,-9.7
326,CNP0355329.1,-11.0
327,CNP0541920.0,-6.9
328,CNP0565551.4,-10.9
329,CNP0287427.5,-8.0
330,CNP0496483.3,-9.8
331,CNP0169887.1,-8.6
332,CNP0133495.0,-9.9
333,CNP0329892.2,-10.7
334,CNP0017666.1,-8.6
335,CNP0237247.7,-9.8
336,CNP0183351.1,-9.0
337,CNP0146618.2,-9.1
338,CNP0315972.3,-7.9
339,CNP0180319.2,-9.6
340,CNP0510809.1,-6.9
341,CNP0001937.1,-7.7
342,CNP0524880.1,-9.0
343,CNP0267570.2,-8.9
344,CNP0331929.1,-7.0
345,CNP0426861.1,-10.3
346,CNP0583216.3,-9.9
347,CNP0157676.1,-8.8
348,CNP0092382.1,-11.6
349,CNP0231858.2,-11.1
350,CNP0164244.7,-8.6
351,CNP0305154.1,-9.3
352,CNP0071387.1,-9.7
353,CNP0513904.2,-9.5
354,CNP0555124.1,-10.1
355,CNP0381597.2,-13.4
356,CNP0327203.1,-7.8
357,CNP0446088.1,-11.3
358,CNP0314401.1,-10.2
359,CNP0211178.1,-8.7
360,CNP0592809.2,-9.3
361,CNP0593201.3,-10.1
362,CNP0319108.2,-10.4
363,CNP0254728.1,-6.6
364,CNP0116672.1,-8.6
365,CNP0370705.6,-10.6
366,CNP0427360.1,-7.9
367,CNP0322960.1,-10.5
368,CNP0358594.0,-11.4
369,CNP0070285.1,-9.1
370,CNP0058565.8,-10.1
371,CNP0143925.8,-9.4
372,CNP0063115.1,-8.7
373,CNP0240414.3,-7.6
374,CNP0197216.1,-10.1
375,CNP0188027.2,-8.7
376,CNP0112716.3,-9.8
377,CNP0541173.2,-5.0
378,CNP0523352.2,-9.4
379,CNP0553262.2,-9.7
380,CNP0009224.1,-9.031
381,CNP0061559.2,-9.826
382,CNP0288079.4,-10.02
383,CNP0224357.1,-10.27
384,CNP0603147.1,-10.29
385,CNP0534773.1,-7.4
386,CNP0139354.10,-8.0
387,CNP0276592.12,-11.0
388,CNP0109688.1,-10.3
389,CNP0386576.2,-7.9
390,CNP0325200.1,-9.2
391,CNP0503710.1,-10.3
392,CNP0206000.1,-10.1
393,CNP0093372.1,-9.9
394,CNP0473799.2,-9.9
395,CNP0437218.3,-11.05
396,CNP0488645.1,-9.809
397,CNP0009254.1,-10.6
398,CNP0447941.1,-10.15
399,CNP0201343.2,-9.794
400,CNP0146484.1,-9.919
401,CNP0074021.1,-9.419
402,CNP0256004.1,-9.355
403,CNP0602419.4,-8.314
404,CNP0499885.1,-10.34
405,CNP0420517.1,-11.3
406,CNP0578679.1,-9.6
407,CNP0100296.1,-8.3
408,CNP0273004.7,-8.5
409,CNP0428328.1,-5.3
410,CNP0151994.1,-9.2
411,CNP0402458.1,-8.8
412,CNP0389656.1,-9.3
413,CNP0108021.1,-8.9
414,CNP0154628.1,-7.5
415,CNP0222674.2,-8.8
416,CNP0597750.1,-8.2
417,CNP0119464.1,-11.6
418,CNP0539794.1,-9.8
419,CNP0218100.9,-9.1
420,CNP0356650.1,-5.6
421,CNP0009243.2,-9.4
422,CNP0361023.2,-9.4
423,CNP0029966.1,-9.2
424,CNP0314429.1,-12.7
425,CNP0279122.1,-11.0
426,CNP0140612.5,-13.3
427,CNP0341756.0,-9.5
428,CNP0282564.2,-12.0
429,CNP0213780.2,-11.5
430,CNP0334591.3,-9.3
431,CNP0327018.1,-11.0
432,CNP0207006.1,-8.7
433,CNP0378854.4,-11.2
434,CNP0008647.2,-10.0
435,CNP0228582.1,-12.0
436,CNP0205566.2,-5.9
437,CNP0386327.2,-8.2
438,CNP0277594.17,-8.9
439,CNP0413646.1,-11.2
440,CNP0229493.3,-9.8
441,CNP0503608.1,-7.0
442,CNP0451716.4,-10.4
443,CNP0456029.4,-8.7
444,CNP0123989.0,-11.3
445,CNP0145684.4,-9.8
446,CNP0120937.1,-10.3
447,CNP0231520.3,-9.6
448,CNP0056273.1,-6.6
449,CNP0499272.1,-9.8
450,CNP0232898.4,-8.3
451,CNP0358375.1,-9.3
452,CNP0369634.2,-11.7
453,CNP0405924.1,-9.4
454,CNP0511214.7,-8.6
455,CNP0170749.1,-9.3
456,CNP0000664.0,-10.2
457,CNP0563984.3,-10.0
458,CNP0540577.2,-11.7
459,CNP0252515.1,-9.6
460,CNP0081567.0,-8.8
461,CNP0534163.2,-10.2
462,CNP0485036.2,-10.8
463,CNP0350812.5,-8.7
464,CNP0550223.1,-8.6
465,CNP0257674.2,-7.7
466,CNP0026900.0,-8.4
467,CNP0079258.0,-5.2
468,CNP0254078.1,-8.3
469,CNP0429987.1,-9.1
470,CNP0427202.1,
471,CNP0232918.1,
472,CNP0308186.1,
473,CNP0118719.0,
474,CNP0229020.0,
475,CNP0014085.1,-8.2
476,CNP0492693.1,-7.5
477,CNP0054557.1,-8.3
478,CNP0095148.1,-11.1
479,CNP0422497.1,-9.3
480,CNP0290117.1,-9.6
481,CNP0251192.2,-8.4
482,CNP0256278.1,-9.7
483,CNP0072557.1,-11.4
484,CNP0505614.1,-10.4
485,CNP0400056.4,-10.1
486,CNP0314688.1,-11.0
487,CNP0289698.4,-7.7
488,CNP0177179.2,-9.0
489,CNP0528032.1,-7.3
490,CNP0332305.0,-7.8
491,CNP0151212.2,-9.5
492,CNP0578673.2,-10.1
493,CNP0449160.1,
494,CNP0419631.3,-9.1
495,CNP0238558.2,-10.7
496,CNP0282191.1,-10.3
497,CNP0597545.1,-6.3
498,CNP0552928.1,-10.7
499,CNP0143744.0,-9.4
500,CNP0289519.0,-9.8
501,CNP0086352.1,-7.5
502,CNP0134236.1,-6.6
503,CNP0564757.1,-10.9
504,CNP0595119.2,-5.7
505,CNP0203473.1,-11.2
506,CNP0530823.1,-6.9
507,CNP0416522.2,-7.6
508,CNP0441591.2,-5.4
509,CNP0546202.1,-5.2
510,CNP0560272.1,-10.9
511,CNP0171608.4,-8.5
512,CNP0351678.1,-10.3
513,CNP0436387.1,-8.4
514,CNP0551420.1,-10.8
515,CNP0283031.4,-8.7
516,CNP0118848.1,-7.8
517,CNP0601456.1,-9.2
518,CNP0206862.1,-10.3
519,CNP0226911.1,-12.0
520,CNP0605909.1,-10.54
521,CNP0088834.1,-9.79
522,CNP0193704.3,-12.34
523,CNP0421919.1,-11.0
524,CNP0146002.2,-8.087
525,CNP0426614.1,-10.43
526,CNP0221048.2,-6.681
527,CNP0254947.3,-9.033
528,CNP0531100.1,-6.63
529,CNP0139830.0,-7.485
530,CNP0424001.1,
531,CNP0072915.3,
532,CNP0434360.1,
533,CNP0001877.1,
534,CNP0455789.2,
535,CNP0571544.1,-8.3
536,CNP0349710.0,-7.4
537,CNP0211773.2,-7.0
538,CNP0032351.1,-10.5
539,CNP0245269.1,-9.3
540,CNP0155750.1,
541,CNP0108177.6,-10.2
542,CNP0230131.6,-10.7
543,CNP0266301.1,-8.4
544,CNP0424379.5,-10.8
545,CNP0454031.1,
546,CNP0246289.1,-8.6
547,CNP0402038.1,-8.5
548,CNP0082594.1,-9.0
549,CNP0489707.0,-7.9
550,CNP0367377.1,-8.6
551,CNP0343878.1,-7.7
552,CNP0225823.1,-11.5
553,CNP0116586.6,-8.6
554,CNP0221700.2,-10.8
555,CNP0049064.2,-10.7
556,CNP0221504.1,-11.1
557,CNP0531830.1,-6.3
558,CNP0191050.1,-10.7
559,CNP0226341.1,-11.3
560,CNP0468974.1,-6.1
561,CNP0469452.0,-5.8
562,CNP0085741.7,
563,CNP0496498.1,-6.8
564,CNP0263713.14,-9.1
565,CNP0261223.1,-9.0
566,CNP0541221.1,-6.6
567,CNP0048216.0,-7.5
568,CNP0521580.1,-9.9
569,CNP0497922.0,-6.8
570,CNP0342167.1,-8.3
571,CNP0355424.1,-5.0
572,CNP0202582.1,-7.6
573,CNP0292607.2,-9.6
574,CNP0495609.1,-6.5
575,CNP0510440.1,-6.5
576,CNP0322340.1,-6.6
577,CNP0588024.1,-6.7
578,CNP0183619.2,-8.6
579,CNP0159537.0,-7.4
580,CNP0178540.3,-9.2
581,CNP0114523.2,-7.0
582,CNP0532466.1,-6.8
583,CNP0545440.1,-9.7
584,CNP0493687.1,-4.4
585,CNP0543377.1,-6.5
586,CNP0445133.1,-8.6
587,CNP0462744.0,-11.5
588,CNP0091151.2,-9.9
589,CNP0141421.17,-6.6
590,CNP0075364.1,-6.7
591,CNP0480997.1,-6.1
592,CNP0513620.1,-6.5
593,CNP0189926.2,-11.6
594,CNP0221614.1,-10.5
595,CNP0223292.2,-11.6
596,CNP0256311.1,-10.7
597,CNP0412618.3,-10.3
598,CNP0151119.0,-4.6
599,CNP0198094.1,-9.6
600,CNP0079643.2,-8.3
601,CNP0067014.1,-7.8
602,CNP0596908.2,-7.0
603,CNP0295206.1,-10.5
604,CNP0404212.1,-9.6
605,CNP0590074.1,-9.3
606,CNP0252433.2,-9.6
607,CNP0017501.1,-7.8
608,CNP0202034.1,-9.5
609,CNP0284368.1,-5.9
610,CNP0605324.0,-1.9
611,CNP0516995.1,-6.9
612,CNP0483467.1,-6.4
613,CNP0153286.1,-7.4
614,CNP0499766.1,-6.7
615,CNP0321030.1,-7.4
616,CNP0602883.1,-6.6
617,CNP0423104.1,-11.5
618,CNP0096868.1,-10.4
619,CNP0401039.4,-9.4
620,CNP0273671.3,-10.6
621,CNP0510235.0,-5.7
622,CNP0149315.5,-7.8
623,CNP0204372.1,
624,CNP0277561.2,-9.9
625,CNP0489275.1,-6.7
626,CNP0225847.1,-8.5
627,CNP0091036.1,-8.7
628,CNP0199445.2,-7.8
629,CNP0187329.4,-9.0
630,CNP0425699.2,-8.5
631,CNP0280888.1,-6.4
632,CNP0225886.2,-11.6
633,CNP0078330.0,-7.6
634,CNP0547997.1,-6.6
635,CNP0457244.0,-10.3
636,CNP0296607.1,-8.1
637,CNP0092065.1,-8.9
638,CNP0481096.1,-6.4
639,CNP0553426.1,-7.0
640,CNP0570048.1,-6.2
641,CNP0333807.1,-11.4
642,CNP0150741.0,-6.0
643,CNP0155616.1,-10.6
644,CNP0193400.4,-11.4
645,CNP0576245.1,-6.4
646,CNP0040904.1,-5.9
647,CNP0330731.1,-7.4
648,CNP0076437.0,-4.4
649,CNP0601843.1,-6.0
650,CNP0565607.1,-6.4
651,CNP0492574.1,-5.6
652,CNP0229913.27,-10.9
653,CNP0516948.1,-6.3
654,CNP0565690.1,-6.1
655,CNP0325173.1,-8.525
656,CNP0582969.1,-6.132
657,CNP0567465.1,-6.513
658,CNP0203304.2,-9.69
659,CNP0197197.7,-11.53
660,CNP0243356.1,-11.1
661,CNP0481364.1,-6.3
662,CNP0432565.1,-8.4
663,CNP0123077.2,-10.1
664,CNP0168561.2,-8.5
665,CNP0147381.1,-9.5
666,CNP0367121.3,-8.0
667,CNP0229901.1,-8.4
668,CNP0117652.20,-10.4
669,CNP0571665.1,-6.9
670,CNP0432382.1,-8.1
671,CNP0318379.1,-7.3
672,CNP0598471.1,-6.6
673,CNP0581469.1,-7.2
674,CNP0276019.1,-9.2
675,CNP0226828.1,-8.9
676,CNP0269936.1,-8.6
677,CNP0013185.1,-7.9
678,CNP0206048.1,-9.5
679,CNP0136223.4,-10.0
680,CNP0561350.1,-8.3
681,CNP0346171.1,-8.3
682,CNP0318778.1,-8.8
683,CNP0107222.1,-8.7
684,CNP0348317.3,-8.3
685,CNP0224317.1,-7.5
686,CNP0018586.1,-10.0
687,CNP0073057.1,-8.8
688,CNP0148018.2,-9.3
689,CNP0426359.1,-10.7
690,CNP0427627.1,-10.6
691,CNP0240683.5,-8.6
692,CNP0139733.6,-8.5
693,CNP0256755.2,-8.8
694,CNP0141304.1,-7.8
695,CNP0081469.1,-7.7
696,CNP0372549.2,-8.2
697,CNP0376277.1,-6.9
698,CNP0455439.0,-5.4
699,CNP0147089.1,-7.6
700,CNP0258273.1,-9.1
701,CNP0287662.12,-8.3
702,CNP0553793.0,-6.2
703,CNP0109585.0,-4.5
704,CNP0105423.2,-9.6
705,CNP0294350.1,-8.5
706,CNP0465375.0,-7.6
707,CNP0236150.4,-8.2
708,CNP0233357.1,-10.1
709,CNP0314787.2,-9.7
710,CNP0353597.0,-7.2
711,CNP0129720.0,-6.8
712,CNP0332908.8,-8.4
713,CNP0408843.0,-7.2
714,CNP0102094.0,-6.2
715,CNP0401425.1,-7.6
716,CNP0168438.1,-10.0
717,CNP0231836.1,-6.7
718,CNP0315195.1,-8.6
719,CNP0035781.0,-10.5
720,CNP0186339.9,-8.2
721,CNP0228664.1,-8.7
722,CNP0299906.0,
723,CNP0129435.1,-8.2
724,CNP0007670.1,-8.5
725,CNP0065941.1,-8.4
726,CNP0512289.0,-10.5
727,CNP0586584.0,-11.5
728,CNP0588296.1,-9.3
729,CNP0149877.2,-9.3
730,CNP0166218.2,-8.1
731,CNP0205433.1,-7.7
732,CNP0201722.1,-8.9
733,CNP0277797.1,-9.3
734,CNP0488204.2,-9.3
735,CNP0281406.1,-7.5
736,CNP0132146.2,-8.6
737,CNP0247683.1,-9.1
738,CNP0254957.1,-9.1
739,CNP0259418.1,-9.5
740,CNP0277537.1,-8.4
741,CNP0391285.1,-9.7
742,CNP0376889.1,-10.2
743,CNP0286358.1,-9.1
744,CNP0391082.1,-10.6
745,CNP0157923.2,-8.8
746,CNP0134235.4,-10.1
747,CNP0254016.6,-6.7
748,CNP0227312.9,-6.4
749,CNP0398137.1,-7.3
750,CNP0220853.1,-6.9
751,CNP0086970.3,-7.5
752,CNP0557124.0,-8.1
753,CNP0262023.1,-7.0
754,CNP0202030.1,-8.8
755,CNP0211737.3,-8.4
756,CNP0291444.2,
757,CNP0214958.2,
758,CNP0327376.2,-8.4
759,CNP0263301.3,-10.5
760,CNP0560620.0,-10.0
761,CNP0472357.1,-7.7
762,CNP0198721.3,-10.4
763,CNP0425431.1,-10.8
764,CNP0269012.1,-9.6
765,CNP0000390.0,-5.5
766,CNP0000588.0,-6.1
767,CNP0021009.0,-5.1
768,CNP0252619.0,-9.2
769,CNP0280509.1,-6.7
770,CNP0522891.0,-2.9
771,CNP0194582.0,-5.7
772,CNP0121973.0,-5.4
773,CNP0367999.2,-7.1
774,CNP0065128.1,-7.2
775,CNP0136631.2,-9.6
776,CNP0137226.6,-8.4
777,CNP0225329.12,-11.3
778,CNP0482681.3,-6.1
779,CNP0458293.3,-8.3
780,CNP0249996.1,-7.5
781,CNP0445975.2,-8.4
782,CNP0194558.5,-10.2
783,CNP0410814.1,-5.1
784,CNP0573127.1,-10.4
785,CNP0277115.1,-5.179
786,CNP0153713.0,-8.16
787,CNP0537818.1,-8.285
788,CNP0360164.6,-9.556
789,CNP0206414.3,-7.8
790,CNP0309229.3,-8.594
791,CNP0315172.1,-9.547
792,CNP0235078.2,-9.848
793,CNP0240835.1,-7.311
794,CNP0318440.2,-8.428
795,CNP0160793.3,-9.8
796,CNP0567488.3,-7.7
797,CNP0258297.1,-9.1
798,CNP0539642.5,-8.4
799,CNP0578540.1,-7.3
800,CNP0419184.2,-8.7
801,CNP0269328.5,-8.2
802,CNP0515503.1,-9.0
803,CNP0235590.0,-10.4
804,CNP0156412.5,-9.0
805,CNP0262367.0,-6.4
806,CNP0329424.4,-8.9
807,CNP0478268.0,-4.9
808,CNP0128700.0,-6.4
809,CNP0047267.1,-9.9
810,CNP0535918.0,-8.7
811,CNP0480646.0,-7.3
812,CNP0425036.1,-9.3
813,CNP0573438.0,-8.1
814,CNP0449124.0,-6.8
815,CNP0412661.1,-10.4
816,CNP0504186.1,-10.9
817,CNP0261924.3,-8.8
818,CNP0232338.2,-10.6
819,CNP0148926.1,-11.4
820,CNP0449108.1,-8.9
821,CNP0571331.4,-9.4
822,CNP0277334.1,-6.2
823,CNP0023706.1,-10.2
824,CNP0403973.1,-12.7
825,CNP0314525.1,-6.5
826,CNP0178504.2,-5.4
827,CNP0229135.1,-6.8
828,CNP0084096.0,-6.1
829,CNP0129385.2,-5.9
830,CNP0188037.4,-9.3
831,CNP0251092.2,-10.1
832,CNP0349775.1,-9.9
833,CNP0068515.1,-9.1
834,CNP0348267.1,-9.7
835,CNP0140271.2,-5.1
836,CNP0252709.0,-5.4
837,CNP0260454.2,-5.5
838,CNP0131724.0,-5.8
839,CNP0196191.0,-6.3
840,CNP0521168.1,-6.3
841,CNP0083022.0,-7.2
842,CNP0519574.0,-7.1
843,CNP0105097.1,-7.9
844,CNP0421941.1,-6.1
845,CNP0220311.1,-7.5
846,CNP0515013.1,-7.3
847,CNP0128129.2,-7.0
848,CNP0540923.1,-6.7
849,CNP0512025.1,-6.1
850,CNP0517166.2,-6.2
851,CNP0557900.2,-6.5
852,CNP0052487.1,-7.6
853,CNP0283940.1,-10.3
854,CNP0176856.1,-6.5
855,CNP0084658.2,-6.9
856,CNP0163764.4,-12.9
857,CNP0185440.4,-7.3
858,CNP0350949.3,-9.6
859,CNP0006963.2,-9.7
860,CNP0208451.1,-8.4
861,CNP0215144.1,-9.0
862,CNP0351874.2,-6.4
863,CNP0593656.1,-5.9
864,CNP0182338.4,-7.4
865,CNP0201851.2,-7.6
866,CNP0272916.1,-12.2
867,CNP0191194.9,-8.5
868,CNP0251712.1,-8.3
869,CNP0387358.1,-8.5
870,CNP0279430.3,-10.0
871,CNP0108952.2,-9.9
872,CNP0288551.3,-7.2
873,CNP0116702.2,-7.7
874,CNP0205228.5,-8.2
875,CNP0269440.2,-7.6
876,CNP0341418.0,-10.1
877,CNP0200535.2,-8.5
878,CNP0185922.7,-9.6
