cluster,identifier,Score
120,CNP0067708.3,-9.0
121,CNP0171971.1,-7.8
122,CNP0584873.1,-5.7
123,CNP0596116.2,-6.1
124,CNP0280184.2,-10.3
125,CNP0435960.2,-10.67
126,CNP0585321.1,-9.48
127,CNP0136098.1,-10.38
128,CNP0560093.2,-6.652
129,CNP0531057.2,-6.733
130,CNP0124709.2,-5.9
131,CNP0057415.1,-10.1
132,CNP0283818.2,-9.8
133,CNP0222696.1,-8.7
134,CNP0204289.3,-6.6
135,CNP0568898.1,-5.915
136,CNP0488155.1,-4.866
137,CNP0542866.1,-7.194
138,CNP0425926.1,-6.507
139,CNP0366808.3,-5.132
140,CNP0158280.1,-6.8
141,CNP0256711.2,-6.6
142,CNP0560217.1,-5.0
143,CNP0360113.1,-8.5
144,CNP0579853.1,-5.8
145,CNP0604865.1,-5.8
146,CNP0484856.2,-6.5
147,CNP0532006.1,-6.0
148,CNP0061060.1,-5.3
149,CNP0297925.0,-10.1
150,CNP0538572.1,-6.6
151,CNP0330693.6,-9.4
152,CNP0590144.2,-6.8
153,CNP0583924.2,-6.0
154,CNP0013332.2,-9.2
155,CNP0180096.1,-8.9
156,CNP0193443.1,-7.4
157,CNP0237846.4,-7.0
158,CNP0137469.1,-9.1
159,CNP0275151.7,-10.8
160,CNP0106706.0,-3.7
161,CNP0228346.0,-6.1
162,CNP0077991.0,-8.4
163,CNP0429864.1,-9.2
164,CNP0325948.1,-11.5
165,CNP0122885.3,-9.487
166,CNP0106541.0,-8.605
167,CNP0334112.0,-9.423
168,CNP0373324.4,-9.934
169,CNP0550149.1,-6.208
170,CNP0198640.0,-5.8
171,CNP0552861.2,-5.9
172,CNP0528993.1,-6.6
173,CNP0582156.2,-7.1
174,CNP0526430.1,-6.6
175,CNP0511423.1,-5.5
176,CNP0487071.2,-5.4
177,CNP0149759.1,-11.1
178,CNP0522444.2,-5.1
179,CNP0518203.1,-5.7
180,CNP0566735.1,-8.7
181,CNP0175721.2,-8.6
182,CNP0399610.4,-11.0
183,CNP0544928.2,-6.0
184,CNP0574259.1,-5.5
185,CNP0566959.1,-8.3
186,CNP0181838.3,-8.0
187,CNP0249281.1,-10.9
188,CNP0144928.1,-9.5
189,CNP0326167.2,-9.9
190,CNP0604275.1,
191,CNP0490051.1,-6.4
192,CNP0546158.2,-5.9
193,CNP0503179.2,
194,CNP0498637.1,-9.1
195,CNP0508196.2,-4.3
196,CNP0479668.2,-5.2
197,CNP0514108.2,-4.8
198,CNP0481212.1,-5.5
199,CNP0186252.2,-11.4
200,CNP0093942.1,-9.596
201,CNP0521926.1,-6.135
202,CNP0543634.1,-6.148
203,CNP0500449.1,-6.04
204,CNP0505199.1,-6.653
205,CNP0522859.0,-6.3
206,CNP0193217.3,-9.7
207,CNP0602720.0,-5.2
208,CNP0255890.0,-9.8
209,CNP0213347.2,-8.1
210,CNP0162031.1,-10.4
211,CNP0568485.2,-6.6
212,CNP0419327.1,-6.5
213,CNP0188316.4,-9.4
214,CNP0343731.2,-10.2
215,CNP0246683.2,-8.1
216,CNP0512507.1,-5.7
217,CNP0256678.3,-10.0
218,CNP0521668.1,-6.0
219,CNP0542992.1,-6.6
220,CNP0349662.0,-4.4
221,CNP0576117.0,-4.1
222,CNP0507848.1,-6.8
223,CNP0493437.2,-6.7
224,CNP0586709.1,-6.1
225,CNP0538725.2,-6.9
226,CNP0577142.2,-6.5
227,CNP0486176.2,-13.4
228,CNP0601732.2,-6.7
229,CNP0462636.2,-8.8
230,CNP0481223.2,-6.1
231,CNP0507645.1,-5.5
232,CNP0504397.2,-6.1
233,CNP0538398.1,-5.6
234,CNP0568764.1,-4.9
235,CNP0581615.1,-5.3
236,CNP0548052.0,-8.1
237,CNP0277873.4,-9.7
238,CNP0180530.8,-8.2
239,CNP0301554.1,-7.2
240,CNP0574107.1,-6.1
241,CNP0587917.2,-5.3
242,CNP0595134.1,-6.2
243,CNP0594544.2,-5.8
244,CNP0506990.1,-5.1
245,CNP0246033.1,-8.0
246,CNP0405659.0,-10.6
247,CNP0105116.1,-7.6
248,CNP0497378.2,-5.3
249,CNP0380692.3,-6.6
250,CNP0357158.1,-12.0
251,CNP0596441.1,-10.2
252,CNP0302033.0,-5.8
253,CNP0430148.1,-6.8
254,CNP0518893.1,-6.7
255,CNP0315796.1,-10.9
256,CNP0231030.2,-12.3
257,CNP0591996.1,-6.3
258,CNP0517417.1,-9.7
259,CNP0559487.2,-6.8
260,CNP0484221.2,-6.245
261,CNP0559364.2,-5.94
262,CNP0236835.1,-8.438
263,CNP0559637.2,-7.24
264,CNP0529247.2,-4.828
265,CNP0492375.10,-11.47
266,CNP0196883.1,-10.96
267,CNP0497292.1,-6.162
268,CNP0577350.1,-8.676
269,CNP0550757.1,-5.59
270,CNP0568601.2,-6.749
271,CNP0592883.2,-6.932
272,CNP0486667.1,-9.683
273,CNP0534684.2,-6.278
274,CNP0501887.1,-6.66
275,CNP0598046.1,-6.0
276,CNP0533086.1,-6.1
277,CNP0538319.1,-5.8
278,CNP0309495.5,-10.4
279,CNP0156848.6,-8.8
280,CNP0602929.2,-5.7
281,CNP0540538.1,-6.1
282,CNP0584520.2,-5.4
283,CNP0558680.2,-5.2
284,CNP0582213.1,-6.4
285,CNP0479956.1,-6.0
286,CNP0228254.2,-6.8
287,CNP0524991.2,-6.5
288,CNP0589013.2,-7.0
289,CNP0600615.1,-6.2
290,CNP0467842.0,-7.906
291,CNP0496841.2,-5.7
292,CNP0479420.2,-7.146
293,CNP0560358.2,-5.271
294,CNP0522472.1,-6.278
295,CNP0585208.2,-6.0
296,CNP0516040.2,-4.7
297,CNP0176601.2,-10.1
298,CNP0549432.2,-6.3
299,CNP0534466.2,-4.4
300,CNP0573346.2,-6.4
301,CNP0512271.1,-5.8
302,CNP0496654.2,-6.2
303,CNP0552970.1,-10.6
304,CNP0593388.1,
305,CNP0542679.2,-6.7
306,CNP0599758.1,-6.9
307,CNP0547720.1,-5.8
308,CNP0506646.1,-5.9
309,CNP0538132.2,-5.8
310,CNP0557866.2,-5.9
311,CNP0519735.1,-6.2
312,CNP0000344.0,-5.7
313,CNP0032127.0,-9.0
314,CNP0393741.2,-8.2
315,CNP0214051.0,-5.9
316,CNP0395531.2,-8.5
317,CNP0055109.4,-6.4
318,CNP0323983.1,-10.5
319,CNP0353251.0,-3.8
320,CNP0569613.0,-5.2
321,CNP0243479.1,-8.4
322,CNP0457251.1,-10.2
323,CNP0573930.1,-12.1
324,CNP0054517.2,-8.7
325,CNP0491514.4,-10.0
326,CNP0314651.1,-10.8
327,CNP0082347.1,-7.2
328,CNP0500949.4,-9.8
329,CNP0254606.1,-7.0
330,CNP0490211.1,-10.6
331,CNP0272002.2,-9.9
332,CNP0208540.1,-10.7
333,CNP0137203.1,-8.8
334,CNP0334188.1,-7.8
335,CNP0399596.9,-9.8
336,CNP0389131.31,-9.8
337,CNP0031318.2,-9.0
338,CNP0194523.1,-9.6
339,CNP0253610.1,-8.7
340,CNP0510809.2,-6.8
341,CNP0482472.1,-7.2
342,CNP0524485.1,-8.7
343,CNP0430976.1,-11.4
344,CNP0513052.0,-9.3
345,CNP0202099.3,-9.8
346,CNP0491460.1,-10.2
347,CNP0124583.1,-8.3
348,CNP0146140.1,-10.0
349,CNP0231858.1,-11.0
350,CNP0261934.1,-7.8
351,CNP0274550.1,-8.5
352,CNP0245114.1,-9.9
353,CNP0273081.2,-9.1
354,CNP0520157.1,-9.6
355,CNP0479329.1,-12.5
356,CNP0186692.20,-8.6
357,CNP0449350.1,-10.9
358,CNP0214668.2,-11.6
359,CNP0379209.2,-9.1
360,CNP0587064.4,-9.4
361,CNP0497939.1,-10.6
362,CNP0236642.3,-10.8
363,CNP0259481.7,-6.1
364,CNP0177575.1,-5.6
365,CNP0068165.5,-10.6
366,CNP0371190.1,-9.0
367,CNP0587424.1,-9.1
368,CNP0232462.2,-11.0
369,CNP0345901.4,-9.6
370,CNP0058565.5,-10.3
371,CNP0453958.1,-10.5
372,CNP0502900.2,-8.1
373,CNP0577414.2,-8.6
374,CNP0485348.4,-9.0
375,CNP0208449.1,-10.9
376,CNP0378450.12,-10.8
377,CNP0286065.2,-7.8
378,CNP0487549.4,-9.5
379,CNP0561719.3,-9.2
380,CNP0296570.1,-9.752
381,CNP0448078.1,-9.166
382,CNP0218044.1,-10.67
383,CNP0223186.3,-10.44
384,CNP0535050.1,-9.015
385,CNP0108466.1,-7.6
386,CNP0168700.2,-6.8
387,CNP0276592.18,-11.4
388,CNP0213701.2,-10.7
389,CNP0481991.0,-7.7
390,CNP0159359.1,-11.1
391,CNP0483508.1,-10.5
392,CNP0088108.1,-10.7
393,CNP0098512.1,-12.6
394,CNP0464211.1,-11.2
395,CNP0478228.4,-11.78
396,CNP0297810.0,-9.667
397,CNP0412461.1,-10.31
398,CNP0438963.1,-10.21
399,CNP0393671.1,-7.931
400,CNP0109973.2,-10.95
401,CNP0218408.1,-8.798
402,CNP0256004.3,-9.411
403,CNP0425818.1,-11.19
404,CNP0490327.1,-8.498
405,CNP0255826.2,-11.8
406,CNP0521946.2,-11.3
407,CNP0162897.0,-8.8
408,CNP0260487.4,-10.4
409,CNP0575954.1,-5.5
410,CNP0512892.0,-10.0
411,CNP0506513.1,-8.0
412,CNP0293482.3,-8.7
413,CNP0302186.1,-7.8
414,CNP0006313.1,-10.4
415,CNP0327431.1,-8.5
416,CNP0574563.1,-8.5
417,CNP0427778.1,-11.4
418,CNP0078476.1,-10.3
419,CNP0256982.2,-10.8
420,CNP0414626.1,-7.6
421,CNP0088824.1,-9.0
422,CNP0182764.1,-9.9
423,CNP0063372.1,-9.5
424,CNP0322210.1,-11.0
425,CNP0186002.8,-11.1
426,CNP0140612.1,-13.5
427,CNP0542426.0,
428,CNP0222803.5,
429,CNP0085665.0,-11.2
430,CNP0351837.2,-9.2
431,CNP0098158.2,-9.8
432,CNP0505742.2,-10.2
433,CNP0285033.1,-9.0
434,CNP0008673.1,-8.0
435,CNP0187115.15,
436,CNP0476728.1,-6.9
437,CNP0511657.11,-9.9
438,CNP0125314.1,-8.9
439,CNP0046037.6,-11.7
440,CNP0149089.0,-11.7
441,CNP0547663.0,-8.4
442,CNP0565871.6,-10.0
443,CNP0458930.6,-10.8
444,CNP0165849.12,-10.8
445,CNP0016663.1,-9.4
446,CNP0156608.2,-8.6
447,CNP0397043.1,-12.4
448,CNP0268598.0,-6.8
449,CNP0555608.2,-10.9
450,CNP0276082.2,-8.2
451,CNP0123934.2,-10.2
452,CNP0334401.4,-10.9
453,CNP0432943.1,-9.2
454,CNP0495197.7,-8.6
455,CNP0355843.1,-7.3
456,CNP0000658.0,-10.6
457,CNP0568056.2,-10.7
458,CNP0573250.1,-10.6
459,CNP0364880.3,-8.8
460,CNP0179119.2,-7.5
461,CNP0586977.3,-10.2
462,CNP0497445.2,-10.9
463,CNP0226368.1,-11.0
464,CNP0574163.2,-9.5
465,CNP0338473.1,
466,CNP0263090.2,-6.7
467,CNP0139053.0,-5.3
468,CNP0430927.1,-11.6
469,CNP0340925.2,-8.8
470,CNP0065650.1,
471,CNP0327759.1,
472,CNP0295091.1,
473,CNP0447865.0,
474,CNP0525133.0,
475,CNP0350072.0,-8.5
476,CNP0517872.1,-8.4
477,CNP0574055.0,-7.5
478,CNP0108399.1,-11.2
479,CNP0577673.1,-11.1
480,CNP0235203.1,-9.2
481,CNP0133951.2,-8.1
482,CNP0213935.1,-7.6
483,CNP0227301.2,-8.5
484,CNP0356266.1,-9.9
485,CNP0400257.2,-9.1
486,CNP0018171.1,-10.2
487,CNP0179285.2,-8.0
488,CNP0290834.2,-9.6
489,CNP0594751.1,-11.0
490,CNP0311969.3,-10.7
491,CNP0340113.0,-9.8
492,CNP0535584.1,-10.0
493,CNP0470713.1,
494,CNP0419631.4,-9.0
495,CNP0201953.3,-9.5
496,CNP0135895.2,-9.8
497,CNP0601497.1,-6.0
498,CNP0552928.2,-10.7
499,CNP0423557.1,-8.8
500,CNP0257312.1,-8.9
501,CNP0126906.6,-7.6
502,CNP0554661.2,-5.9
503,CNP0532911.1,-9.6
504,CNP0279703.2,-5.9
505,CNP0170296.5,-8.7
506,CNP0588790.1,-6.2
507,CNP0357127.1,-8.7
508,CNP0208001.0,-6.9
509,CNP0152507.3,-4.6
510,CNP0569433.1,-10.2
511,CNP0277348.8,-8.1
512,CNP0170655.2,-10.7
513,CNP0381873.1,-8.0
514,CNP0480322.1,-12.9
515,CNP0186020.12,-8.4
516,CNP0328267.1,-8.9
517,CNP0041656.1,-8.4
518,CNP0188358.4,
519,CNP0324653.3,-11.0
520,CNP0155962.2,-8.991
521,CNP0087614.1,-9.821
522,CNP0254764.2,-12.41
523,CNP0158856.2,-10.29
524,CNP0355934.1,-8.729
525,CNP0329131.1,-10.3
526,CNP0145540.14,-6.883
527,CNP0254947.11,-9.046
528,CNP0499029.2,-7.177
529,CNP0223232.3,-8.816
530,CNP0341733.8,
531,CNP0358886.1,
532,CNP0001825.1,
533,CNP0001869.1,
534,CNP0344987.1,
535,CNP0407326.1,-10.8
536,CNP0223291.0,-8.5
537,CNP0126187.3,-6.9
538,CNP0066002.1,-8.8
539,CNP0252620.1,-9.5
540,CNP0579833.2,-10.1
541,CNP0071560.1,-10.9
542,CNP0271318.3,-10.3
543,CNP0193490.2,-8.8
544,CNP0565371.1,
545,CNP0448457.1,
546,CNP0289877.4,-8.9
547,CNP0156600.1,-8.5
548,CNP0082462.2,-7.4
549,CNP0157104.1,-11.1
550,CNP0487471.1,-9.2
551,CNP0277277.3,-9.7
552,CNP0330177.2,-9.9
553,CNP0593742.4,-12.2
554,CNP0167649.1,-11.5
555,CNP0123172.1,-9.7
556,CNP0185742.1,-11.3
557,CNP0524751.1,-6.3
558,CNP0271656.2,-11.4
559,CNP0119976.1,-10.0
560,CNP0156384.3,-6.0
561,CNP0166394.0,-5.8
562,CNP0211549.4,-10.6
563,CNP0578873.1,-6.2
564,CNP0176255.1,-11.0
565,CNP0280502.1,-9.3
566,CNP0486836.1,-6.4
567,CNP0207980.2,-7.0
568,CNP0189411.5,
569,CNP0506799.0,-7.8
570,CNP0297680.3,-7.4
571,CNP0250393.1,-5.5
572,CNP0338157.1,-6.9
573,CNP0344561.5,-8.5
574,CNP0539754.1,-7.2
575,CNP0581034.1,-6.5
576,CNP0229242.10,-8.0
577,CNP0570314.1,-5.3
578,CNP0294937.11,-9.3
579,CNP0417065.1,-8.6
580,CNP0593078.1,-8.6
581,CNP0585174.1,-6.6
582,CNP0594744.1,-5.9
583,CNP0078712.1,-9.3
584,CNP0595693.1,-6.7
585,CNP0576189.1,-6.3
586,CNP0290060.1,-9.2
587,CNP0441094.0,-10.5
588,CNP0164765.2,-7.2
589,CNP0141421.9,-7.1
590,CNP0228185.4,-6.5
591,CNP0521298.1,-6.8
592,CNP0483292.1,-6.7
593,CNP0152984.3,-10.0
594,CNP0207089.3,-10.5
595,CNP0192382.33,-10.2
596,CNP0293014.3,-10.0
597,CNP0018174.0,-9.9
598,CNP0203121.1,-7.2
599,CNP0141362.1,-8.9
600,CNP0141814.2,-8.4
601,CNP0184747.2,
602,CNP0558552.1,-4.9
603,CNP0118450.1,-11.1
604,CNP0570884.0,-8.9
605,CNP0223612.2,-8.7
606,CNP0136900.3,-9.5
607,CNP0229859.7,-5.3
608,CNP0078830.1,-8.6
609,CNP0220159.1,-5.1
610,CNP0594254.0,-1.9
611,CNP0603550.1,-6.5
612,CNP0566227.1,-6.6
613,CNP0121624.1,-8.3
614,CNP0565446.1,-6.8
615,CNP0137380.1,-9.6
616,CNP0538001.1,-5.0
617,CNP0222024.2,-10.5
618,CNP0099418.1,-10.4
619,CNP0111255.3,-8.7
620,CNP0252641.1,-11.3
621,CNP0291425.1,-5.4
622,CNP0156926.6,-7.9
623,CNP0424780.1,-10.6
624,CNP0277561.12,-10.4
625,CNP0578468.1,-4.7
626,CNP0139141.1,-9.5
627,CNP0384823.1,-7.7
628,CNP0113996.1,-8.7
629,CNP0277344.2,-8.0
630,CNP0008052.3,-9.3
631,CNP0160397.1,-7.8
632,CNP0420992.1,-9.6
633,CNP0185827.1,-8.4
634,CNP0531409.1,-6.4
635,CNP0457270.0,-11.7
636,CNP0148521.2,-9.9
637,CNP0221132.1,-9.4
638,CNP0506653.1,-6.7
639,CNP0582225.1,-6.6
640,CNP0500884.1,-6.7
641,CNP0155111.1,-9.7
642,CNP0179641.0,-8.2
643,CNP0364636.2,-10.9
644,CNP0193400.1,-12.2
645,CNP0570318.1,-6.8
646,CNP0597900.1,-6.4
647,CNP0275959.3,-6.9
648,CNP0086283.0,-5.2
649,CNP0593519.1,-6.2
650,CNP0574840.1,-6.8
651,CNP0571774.1,-6.7
652,CNP0208438.4,-9.4
653,CNP0592753.1,-6.8
654,CNP0497121.1,-7.1
655,CNP0274209.1,-8.257
656,CNP0487538.1,-6.748
657,CNP0568514.1,-6.314
658,CNP0425913.1,
659,CNP0197197.4,-11.57
660,CNP0261449.0,-11.5
661,CNP0490081.1,-7.4
662,CNP0226139.2,-8.2
663,CNP0486542.1,-11.2
664,CNP0280007.1,-9.6
665,CNP0218101.2,-9.2
666,CNP0381658.1,-9.9
667,CNP0175205.4,-9.7
668,CNP0135587.1,-9.8
669,CNP0493546.1,-6.7
670,CNP0155597.1,-8.0
671,CNP0117619.10,-7.7
672,CNP0491168.1,-7.0
673,CNP0557197.1,-6.2
674,CNP0244283.4,-9.1
675,CNP0244137.2,-7.7
676,CNP0264293.3,-7.8
677,CNP0593728.1,-9.6
678,CNP0102922.1,-9.1
679,CNP0423854.1,-8.6
680,CNP0290440.2,
681,CNP0431383.1,-7.2
682,CNP0162652.1,-8.1
683,CNP0006214.1,-11.0
684,CNP0115687.1,-7.6
685,CNP0099502.1,-7.9
686,CNP0104877.1,-9.7
687,CNP0238948.16,-10.2
688,CNP0555881.1,-8.1
689,CNP0018700.0,-9.0
690,CNP0160061.1,-9.3
691,CNP0302798.4,-8.8
692,CNP0262864.7,-8.5
693,CNP0122868.0,-8.9
694,CNP0227264.1,-8.0
695,CNP0278815.1,-8.2
696,CNP0144742.1,-7.5
697,CNP0582682.0,-4.9
698,CNP0506868.0,-4.0
699,CNP0182507.4,-7.0
700,CNP0419479.3,-10.0
701,CNP0520632.1,-8.8
702,CNP0398955.0,-4.7
703,CNP0273678.2,-4.0
704,CNP0456975.2,-11.5
705,CNP0255362.1,-6.8
706,CNP0027989.0,-10.0
707,CNP0435750.1,-7.8
708,CNP0227700.1,-11.9
709,CNP0223062.10,-10.6
710,CNP0241890.1,-6.7
711,CNP0160123.4,-6.7
712,CNP0291732.2,-7.0
713,CNP0458249.0,-9.2
714,CNP0035359.0,-6.0
715,CNP0398664.2,-8.5
716,CNP0176167.2,-9.4
717,CNP0273065.1,-7.0
718,CNP0487155.1,-8.8
719,CNP0531924.0,
720,CNP0356602.2,-7.9
721,CNP0428360.1,-7.8
722,CNP0168487.2,-7.6
723,CNP0496930.1,-8.2
724,CNP0578428.0,-7.7
725,CNP0290704.1,-6.8
726,CNP0583517.0,-11.7
727,CNP0559759.0,-10.0
728,CNP0149838.1,-11.2
729,CNP0091841.1,-9.9
730,CNP0267216.2,-10.1
731,CNP0376810.1,-8.6
732,CNP0122083.1,-8.3
733,CNP0077747.1,-7.0
734,CNP0157466.2,-8.4
735,CNP0201575.2,-7.4
736,CNP0112688.2,-8.2
737,CNP0259985.2,-8.6
738,CNP0226787.2,-8.7
739,CNP0290339.1,-8.5
740,CNP0207669.2,-9.0
741,CNP0365374.1,-7.4
742,CNP0409639.0,-10.8
743,CNP0549561.2,-9.3
744,CNP0447704.1,-8.4
745,CNP0293303.5,-7.0
746,CNP0336444.1,-9.2
747,CNP0254016.5,-6.7
748,CNP0226842.1,-6.4
749,CNP0284020.1,-7.5
750,CNP0214018.0,-7.6
751,CNP0348210.2,-7.6
752,CNP0367156.1,-7.4
753,CNP0455288.1,-5.7
754,CNP0435569.1,-9.5
755,CNP0311920.3,-8.4
756,CNP0484156.1,
757,CNP0070421.1,-8.4
758,CNP0117119.0,-8.4
759,CNP0175708.2,-10.5
760,CNP0152578.1,-8.7
761,CNP0172055.1,-11.5
762,CNP0204256.1,-10.4
763,CNP0288013.1,-12.2
764,CNP0123757.2,-12.0
765,CNP0022102.0,-5.6
766,CNP0000314.0,-6.1
767,CNP0181254.0,-5.2
768,CNP0511884.0,-8.1
769,CNP0353780.0,-6.5
770,CNP0534529.0,-2.0
771,CNP0081237.0,-6.0
772,CNP0106146.0,-5.4
773,CNP0179723.1,-9.2
774,CNP0599618.1,-11.5
775,CNP0260597.5,-9.0
776,CNP0129069.0,-10.7
777,CNP0300653.1,-10.7
778,CNP0174943.1,-5.9
779,CNP0271057.2,-10.4
780,CNP0595914.1,-9.5
781,CNP0000196.0,-8.7
782,CNP0344512.6,-9.1
783,CNP0351974.0,-5.5
784,CNP0013415.3,-8.1
785,CNP0262834.1,-4.693
786,CNP0406863.0,-8.346
787,CNP0172068.4,-8.595
788,CNP0247573.4,-9.645
789,CNP0195133.1,-8.516
790,CNP0485443.1,-8.546
791,CNP0535451.1,-9.646
792,CNP0283287.1,-9.847
793,CNP0454732.4,-8.119
794,CNP0196376.7,-11.04
795,CNP0124825.5,-11.0
796,CNP0232105.2,-10.1
797,CNP0257937.1,-9.1
798,CNP0513234.1,-8.8
799,CNP0071200.1,-8.5
800,CNP0235195.2,-7.9
801,CNP0271226.2,-8.7
802,CNP0106307.1,-7.0
803,CNP0273523.1,-8.6
804,CNP0218882.1,-9.9
805,CNP0300564.0,-5.9
806,CNP0477989.1,-10.1
807,CNP0154646.0,-5.1
808,CNP0433657.0,-5.4
809,CNP0047513.1,-9.1
810,CNP0016372.1,-11.1
811,CNP0475087.0,-7.1
812,CNP0517934.0,
813,CNP0580832.0,-8.8
814,CNP0591708.0,-5.5
815,CNP0104284.2,-9.5
816,CNP0226972.2,
817,CNP0110787.1,-8.9
818,CNP0411149.1,-11.6
819,CNP0324346.1,-10.6
820,CNP0018805.1,-9.5
821,CNP0262174.4,
822,CNP0430217.1,-6.8
823,CNP0071482.1,-10.6
824,CNP0025850.1,-11.2
825,CNP0287815.0,-6.2
826,CNP0124090.1,-6.7
827,CNP0203048.1,-7.2
828,CNP0179328.2,-6.8
829,CNP0290431.1,-4.6
830,CNP0016225.1,-9.6
831,CNP0129524.1,-9.0
832,CNP0551872.1,-10.3
833,CNP0400947.2,
834,CNP0585655.0,-7.5
835,CNP0508841.0,-4.9
836,CNP0173199.0,-5.1
837,CNP0395416.1,-3.9
838,CNP0221376.0,-5.9
839,CNP0301788.1,-6.7
840,CNP0117039.1,-6.3
841,CNP0141582.1,-5.5
842,CNP0463998.0,-7.3
843,CNP0464774.1,-6.9
844,CNP0438459.1,-7.2
845,CNP0257218.2,-6.8
846,CNP0369151.0,-8.9
847,CNP0115780.0,-6.3
848,CNP0541468.1,-6.2
849,CNP0515898.1,-6.7
850,CNP0496072.1,-6.7
851,CNP0588737.2,-6.8
852,CNP0082446.2,-7.3
853,CNP0186893.2,-11.3
854,CNP0082446.1,-5.8
855,CNP0273103.2,-7.8
856,CNP0205898.1,-11.2
857,CNP0185440.2,-8.4
858,CNP0293387.2,-8.8
859,CNP0439776.1,-8.3
860,CNP0155530.0,-8.3
861,CNP0165573.1,-8.5
862,CNP0274612.2,-6.3
863,CNP0561631.0,-6.3
864,CNP0429882.0,-7.1
865,CNP0205805.4,-7.9
866,CNP0331221.1,-10.8
867,CNP0405151.1,-9.7
868,CNP0112461.1,-7.3
869,CNP0133263.2,-8.8
870,CNP0279430.4,-10.1
871,CNP0398283.1,-8.5
872,CNP0383133.1,-7.8
873,CNP0194965.1,-7.6
874,CNP0347902.9,-7.9
875,CNP0260353.1,-8.5
876,CNP0120760.1,-9.1
877,CNP0119946.3,-9.2
878,CNP0185922.1,-9.5
879,CNP0429249.1,-9.8
880,CNP0200952.2,-7.9
