cluster,identifier,Score
269,CNP0508591.1,-5.792
270,CNP0606456.1,-6.532
271,CNP0518123.2,-6.664
272,CNP0029517.2,-9.404
273,CNP0572683.1,-6.376
274,CNP0560818.1,-6.594
275,CNP0562088.1,-4.7
276,CNP0489808.1,-5.5
277,CNP0590629.2,-6.0
278,CNP0193528.10,-9.1
279,CNP0184390.1,-9.0
280,CNP0482084.1,-5.6
281,CNP0520277.1,-6.4
282,CNP0578809.2,-5.6
283,CNP0591167.1,-6.6
284,CNP0588660.1,-6.1
285,CNP0533369.2,-5.9
286,CNP0230176.0,-7.0
287,CNP0570471.2,-5.8
288,CNP0534647.2,-6.7
289,CNP0541871.2,-6.1
290,CNP0390880.0,-9.061
291,CNP0590820.1,
292,CNP0599609.1,-6.335
293,CNP0560358.1,-6.275
294,CNP0482713.1,-6.147
295,CNP0495180.2,-6.2
296,CNP0531992.2,-5.3
297,CNP0421728.1,-10.1
298,CNP0555663.2,-7.3
299,CNP0602648.2,-5.8
300,CNP0493718.2,-6.9
301,CNP0521362.2,-7.2
302,CNP0504246.2,-5.5
303,CNP0588601.1,-10.7
304,CNP0593388.2,-7.4
305,CNP0557087.1,-6.8
306,CNP0585246.2,-6.3
307,CNP0591179.1,-6.3
308,CNP0539834.2,-5.4
309,CNP0527936.1,-5.9
310,CNP0593132.1,-6.4
311,CNP0558284.2,-5.8
312,CNP0000601.0,-5.7
313,CNP0119850.0,-8.6
314,CNP0309761.1,-9.7
315,CNP0523148.0,-5.0
316,CNP0217157.2,-8.9
317,CNP0109191.1,-7.3
318,CNP0327575.1,
319,CNP0245615.0,-3.9
320,CNP0105121.0,-4.7
321,CNP0221576.1,-8.7
322,CNP0414670.1,-9.1
323,CNP0093015.1,-13.4
324,CNP0461995.0,-7.1
325,CNP0397656.2,-10.5
326,CNP0291693.0,-11.3
327,CNP0076510.1,-6.4
328,CNP0516892.4,-11.3
329,CNP0254606.2,-6.8
330,CNP0496483.4,-10.3
331,CNP0272002.4,-9.7
332,CNP0320722.1,-9.9
333,CNP0171846.1,-10.0
334,CNP0146227.2,-7.4
335,CNP0416787.1,-10.5
336,CNP0221934.4,-8.7
337,CNP0514379.1,-9.5
338,CNP0485366.0,-8.2
339,CNP0179686.2,-8.9
340,CNP0511023.1,-7.0
341,CNP0064725.0,-6.4
342,CNP0589372.1,-9.1
343,CNP0129722.2,-9.7
344,CNP0246244.7,-8.4
345,CNP0227922.3,-9.9
346,CNP0481851.4,-11.1
347,CNP0418618.1,-7.0
348,CNP0173960.1,-10.0
349,CNP0478145.4,-10.3
350,CNP0164244.6,-8.4
351,CNP0213075.1,-9.1
352,CNP0283367.1,-9.0
353,CNP0291559.1,-10.4
354,CNP0588014.1,-11.4
355,CNP0106263.4,-11.9
356,CNP0175488.3,-8.3
357,CNP0510275.1,-10.6
358,CNP0201649.3,-10.6
359,CNP0376423.1,-10.2
360,CNP0571782.3,-8.9
361,CNP0503819.1,-9.3
362,CNP0295877.3,-9.8
363,CNP0119374.2,-6.3
364,CNP0176995.1,-5.6
365,CNP0180503.1,-10.9
366,CNP0160469.2,-7.8
367,CNP0163544.3,-9.8
368,CNP0099459.2,-11.2
369,CNP0419244.2,-8.0
370,CNP0058565.7,-9.9
371,CNP0068147.6,-10.5
372,CNP0220968.1,-8.0
373,CNP0222280.2,-7.2
374,CNP0483702.3,-9.2
375,CNP0142710.1,-9.5
376,CNP0166337.4,-10.0
377,CNP0231994.2,-7.4
378,CNP0482135.3,-9.1
379,CNP0562276.3,-8.9
380,CNP0424492.1,-9.643
381,CNP0456485.4,-9.474
382,CNP0290570.1,-10.47
383,CNP0285113.1,-10.84
384,CNP0530481.1,-8.751
385,CNP0092480.1,-7.3
386,CNP0281118.1,-7.1
387,CNP0139162.1,-10.7
388,CNP0521128.2,-10.7
389,CNP0069251.1,-8.7
390,CNP0239397.4,-9.7
391,CNP0593329.1,-10.2
392,CNP0590222.1,-9.5
393,CNP0090178.2,-10.4
394,CNP0473567.3,-9.7
395,CNP0474551.3,-9.816
396,CNP0582491.1,-9.424
397,CNP0543227.1,-8.625
398,CNP0477516.1,-10.51
399,CNP0270321.3,
400,CNP0116010.5,-11.46
401,CNP0182046.1,-9.227
402,CNP0512360.1,-8.323
403,CNP0209052.1,-11.29
404,CNP0093542.2,-8.535
405,CNP0093176.1,-10.2
406,CNP0531667.1,-10.1
407,CNP0191798.1,-8.9
408,CNP0273004.3,-8.2
409,CNP0085366.1,-6.3
410,CNP0351885.2,-9.7
411,CNP0557506.1,-7.5
412,CNP0234743.1,-8.9
413,CNP0358178.2,-7.5
414,CNP0062082.1,-7.7
415,CNP0537488.1,-8.5
416,CNP0151829.0,-8.0
417,CNP0425509.2,-10.3
418,CNP0230317.3,-10.7
419,CNP0218100.11,-8.9
420,CNP0159877.1,-5.7
421,CNP0013747.1,-10.9
422,CNP0263800.14,-9.9
423,CNP0434630.1,-8.2
424,CNP0316231.1,-9.1
425,CNP0116434.0,-10.6
426,CNP0314621.4,-13.3
427,CNP0148485.3,-11.0
428,CNP0105438.1,-12.2
429,CNP0166111.2,-10.7
430,CNP0257839.2,-9.0
431,CNP0343027.1,-10.3
432,CNP0513650.1,-9.1
433,CNP0288240.1,-9.6
434,CNP0122213.1,-8.8
435,CNP0209214.4,-12.0
436,CNP0339398.0,-7.3
437,CNP0108447.1,-8.4
438,CNP0535781.1,-8.5
439,CNP0565566.1,-10.7
440,CNP0187115.17,-10.5
441,CNP0536390.1,-7.2
442,CNP0540580.6,-8.9
443,CNP0456029.10,-9.0
444,CNP0154565.3,-10.8
445,CNP0572979.1,-10.3
446,CNP0527442.1,-11.1
447,CNP0400562.1,-11.2
448,CNP0338373.2,-5.9
449,CNP0600521.3,-10.3
450,CNP0232898.10,-7.8
451,CNP0207835.1,-8.6
452,CNP0369951.4,-9.2
453,CNP0568089.1,-9.8
454,CNP0379404.1,-7.5
455,CNP0498576.1,-9.3
456,CNP0163151.0,-9.3
457,CNP0532253.4,-11.9
458,CNP0507582.3,-10.2
459,CNP0325071.1,-9.8
460,CNP0316772.8,-8.6
461,CNP0061951.8,-8.6
462,CNP0580926.4,-10.4
463,CNP0497056.2,-11.8
464,CNP0565034.0,-7.6
465,CNP0606379.0,-10.0
466,CNP0044739.2,-10.9
467,CNP0171436.0,-4.0
468,CNP0461455.1,-9.8
469,CNP0179084.1,-7.9
470,CNP0489443.1,
471,CNP0232918.2,
472,CNP0089749.2,
473,CNP0452311.0,
474,CNP0582766.0,
475,CNP0559407.1,-9.0
476,CNP0532177.1,-8.8
477,CNP0352026.0,-7.4
478,CNP0298582.1,-8.9
479,CNP0191482.1,-10.0
480,CNP0550171.1,-10.6
481,CNP0360234.1,-7.9
482,CNP0462363.1,
483,CNP0120137.1,-11.1
484,CNP0233251.1,-9.3
485,CNP0136459.5,-10.2
486,CNP0193768.0,-10.8
487,CNP0314056.13,-7.1
488,CNP0145008.3,-8.6
489,CNP0544320.1,-8.4
490,CNP0003196.0,-9.9
491,CNP0343122.1,-10.2
492,CNP0578673.1,-9.8
493,CNP0442395.1,-10.2
494,CNP0282764.3,-8.6
495,CNP0207421.1,-9.8
496,CNP0281123.4,-9.5
497,CNP0568353.1,-6.8
498,CNP0096078.1,-9.4
499,CNP0092546.1,-8.5
500,CNP0277683.1,-9.9
501,CNP0207167.2,-7.6
502,CNP0500159.1,-5.3
503,CNP0391425.1,-10.6
504,CNP0521964.1,-6.7
505,CNP0218060.5,-12.0
506,CNP0554572.1,-6.2
507,CNP0430806.1,-9.9
508,CNP0433243.0,-5.9
509,CNP0181701.0,
510,CNP0573256.2,-10.7
511,CNP0171608.11,-8.6
512,CNP0180249.1,-8.1
513,CNP0293144.3,-8.9
514,CNP0486093.1,-12.9
515,CNP0178777.3,-7.9
516,CNP0470039.1,-7.6
517,CNP0333682.2,-10.8
518,CNP0119429.4,-8.9
519,CNP0115858.1,-12.5
520,CNP0341313.2,-8.711
521,CNP0438859.1,-9.378
522,CNP0564604.4,-10.76
523,CNP0264925.3,-9.138
524,CNP0142806.1,-8.752
525,CNP0593881.1,-10.0
526,CNP0145540.9,-7.008
527,CNP0254947.4,-9.191
528,CNP0606212.1,
529,CNP0223232.1,-9.543
530,CNP0508498.1,
531,CNP0376861.0,
532,CNP0339517.1,
533,CNP0001863.1,
534,CNP0018038.1,
535,CNP0491713.0,-8.8
536,CNP0221838.1,-9.3
537,CNP0126187.4,-7.1
538,CNP0063560.2,-12.2
539,CNP0114553.3,-9.5
540,CNP0073786.4,-8.6
541,CNP0222516.1,-9.8
542,CNP0311696.2,-8.2
543,CNP0127702.1,-7.7
544,CNP0424339.4,-10.3
545,CNP0017932.1,
546,CNP0221167.2,-8.8
547,CNP0208372.0,-6.6
548,CNP0155819.1,-8.1
549,CNP0232796.1,-8.3
550,CNP0417730.1,-8.4
551,CNP0192373.1,-11.0
552,CNP0150323.1,-10.8
553,CNP0085338.1,-9.7
554,CNP0246902.4,-10.9
555,CNP0049064.1,-9.7
556,CNP0314729.1,-11.6
557,CNP0567935.1,-5.8
558,CNP0196730.5,-10.8
559,CNP0107756.1,-10.9
560,CNP0220661.1,-6.6
561,CNP0001199.0,-5.1
562,CNP0373921.8,-10.3
563,CNP0540604.1,-6.1
564,CNP0154969.7,-8.5
565,CNP0106812.2,-10.2
566,CNP0586171.1,-6.8
567,CNP0207980.1,-6.9
568,CNP0602983.3,
569,CNP0560473.0,-7.2
570,CNP0083578.0,-8.2
571,CNP0066149.3,
572,CNP0358569.1,-7.3
573,CNP0292607.1,-9.0
574,CNP0545800.1,-6.6
575,CNP0494921.1,-6.2
576,CNP0228674.2,-7.7
577,CNP0528302.1,-6.6
578,CNP0480778.1,-9.4
579,CNP0185715.9,-8.7
580,CNP0220998.4,-9.7
581,CNP0553846.1,-6.3
582,CNP0532641.1,-6.4
583,CNP0193792.1,-10.2
584,CNP0492936.1,-6.8
585,CNP0503810.1,-5.8
586,CNP0461429.1,-9.4
587,CNP0423789.4,
588,CNP0159178.1,-9.0
589,CNP0141421.18,-6.5
590,CNP0161180.1,-6.6
591,CNP0483043.1,-6.3
592,CNP0587257.1,-5.9
593,CNP0189926.1,-10.4
594,CNP0223449.24,-9.1
595,CNP0305868.8,-11.2
596,CNP0106364.1,-9.8
597,CNP0081616.0,-8.3
598,CNP0537647.1,-6.9
599,CNP0182200.4,-8.3
600,CNP0262467.1,-8.3
601,CNP0159678.2,-7.5
602,CNP0604634.1,-6.1
603,CNP0105631.0,-11.4
604,CNP0286597.2,-9.0
605,CNP0512677.0,-7.8
606,CNP0425062.1,-8.4
607,CNP0174732.1,-5.3
608,CNP0182587.1,-8.6
609,CNP0284368.2,-5.9
610,CNP0510404.0,-5.4
611,CNP0506031.1,-7.0
612,CNP0523143.1,-6.4
613,CNP0153286.2,-7.9
614,CNP0603117.1,-7.1
615,CNP0194198.5,-8.6
616,CNP0563680.1,-6.6
617,CNP0588302.2,
618,CNP0101822.1,-10.9
619,CNP0280289.2,-8.8
620,CNP0273671.2,-10.3
621,CNP0365695.0,-5.1
622,CNP0149315.4,-8.7
623,CNP0281413.1,
624,CNP0256161.1,-12.6
625,CNP0587924.1,-7.2
626,CNP0319356.2,-11.0
627,CNP0272160.1,-8.6
628,CNP0139382.1,-7.3
629,CNP0114864.2,-8.0
630,CNP0426027.1,-9.3
631,CNP0185049.5,-7.4
632,CNP0210013.1,-9.2
633,CNP0524347.0,-7.8
634,CNP0480985.1,-6.2
635,CNP0544129.0,-9.2
636,CNP0269546.2,-9.1
637,CNP0332046.1,-8.6
638,CNP0490483.1,-6.8
639,CNP0493845.1,-6.6
640,CNP0589811.1,-7.3
641,CNP0333807.2,-11.1
642,CNP0219529.0,-5.5
643,CNP0148382.1,-7.1
644,CNP0230638.1,-8.0
645,CNP0522504.1,-7.4
646,CNP0550574.1,-7.3
647,CNP0114182.0,-5.2
648,CNP0002939.0,-4.6
649,CNP0525288.1,-6.7
650,CNP0524635.1,-6.2
651,CNP0569954.1,-5.9
652,CNP0324826.2,-10.6
653,CNP0491507.1,-6.8
654,CNP0568178.1,-6.4
655,CNP0216135.2,-8.794
656,CNP0565232.1,-6.806
657,CNP0554254.1,-6.012
658,CNP0216681.2,-8.953
659,CNP0185727.1,-11.2
660,CNP0255775.0,-10.1
661,CNP0545010.1,-6.7
662,CNP0297669.2,-8.0
663,CNP0184255.1,-9.8
664,CNP0536286.1,-9.8
665,CNP0264942.3,-9.6
666,CNP0211216.1,-9.9
667,CNP0314557.1,-8.7
668,CNP0463569.1,-9.9
669,CNP0522604.1,-7.0
670,CNP0314914.1,-8.3
671,CNP0291622.1,-7.1
672,CNP0499906.1,-5.3
673,CNP0567328.1,-6.2
674,CNP0372327.1,-8.1
675,CNP0299097.1,-9.5
676,CNP0118098.3,-8.2
677,CNP0100449.1,-8.1
678,CNP0237448.1,-7.7
679,CNP0397451.1,-9.7
680,CNP0114434.1,-8.6
681,CNP0315695.1,-7.5
682,CNP0220961.1,-7.4
683,CNP0013437.2,-10.0
684,CNP0135274.1,-7.9
685,CNP0139117.1,-6.9
686,CNP0170129.8,-10.9
687,CNP0118506.1,-9.6
688,CNP0560664.2,-8.2
689,CNP0498793.1,-9.2
690,CNP0214010.1,-9.6
691,CNP0141317.1,-9.5
692,CNP0304500.1,-8.1
693,CNP0352497.2,-9.4
694,CNP0280333.2,-7.2
695,CNP0279502.1,-7.5
696,CNP0267725.1,-9.1
697,CNP0363732.4,-6.9
698,CNP0319274.0,-5.3
699,CNP0331284.1,-6.7
700,CNP0028108.0,-9.7
701,CNP0124769.0,-8.5
702,CNP0042519.0,-3.9
703,CNP0177035.2,-7.0
704,CNP0180284.2,-7.7
705,CNP0503975.1,-8.3
706,CNP0050924.0,-7.0
707,CNP0550447.2,-7.0
708,CNP0374861.1,-9.6
709,CNP0136234.2,-9.8
710,CNP0388826.1,-7.9
711,CNP0368753.2,-6.5
712,CNP0013156.2,-6.9
713,CNP0328240.1,-9.6
714,CNP0526040.0,-7.4
715,CNP0017564.0,-8.1
716,CNP0136584.3,-10.2
717,CNP0334067.1,-7.1
718,CNP0212381.0,-9.2
719,CNP0075737.0,-9.3
720,CNP0113357.1,
721,CNP0240892.1,-8.3
722,CNP0295008.5,-8.4
723,CNP0226604.44,-9.0
724,CNP0007385.1,-9.5
725,CNP0576730.1,-6.9
726,CNP0602758.0,-9.1
727,CNP0596632.0,-11.4
728,CNP0275571.1,-7.8
729,CNP0268578.4,-8.5
730,CNP0154729.5,-8.2
731,CNP0416563.1,-8.4
732,CNP0447777.1,-6.9
733,CNP0416563.2,-8.5
734,CNP0526197.1,-9.2
735,CNP0390144.2,-6.5
736,CNP0255032.1,-9.3
737,CNP0307952.3,-8.6
738,CNP0139952.1,-8.4
739,CNP0143667.3,-8.6
740,CNP0418001.1,-10.2
741,CNP0521823.1,-9.4
742,CNP0529606.1,-8.7
743,CNP0302530.1,-9.8
744,CNP0496638.0,-8.9
745,CNP0489021.2,-8.6
746,CNP0353220.1,-10.3
747,CNP0232181.3,-6.9
748,CNP0227312.12,-6.5
749,CNP0229655.1,-7.8
750,CNP0359229.1,-7.4
751,CNP0348206.4,-7.8
752,CNP0160831.1,-8.1
753,CNP0215519.1,-9.1
754,CNP0154513.2,-9.0
755,CNP0424776.1,-8.3
756,CNP0221427.1,-9.3
757,CNP0302209.1,-8.5
758,CNP0280289.5,-8.2
759,CNP0312106.1,-9.8
760,CNP0169849.1,-9.0
761,CNP0553789.1,-8.5
762,CNP0136172.5,-10.5
763,CNP0350301.0,-10.7
764,CNP0209401.1,-11.7
765,CNP0000915.0,-5.8
766,CNP0035616.0,-5.8
767,CNP0000396.0,-5.4
768,CNP0598055.0,-11.2
769,CNP0182636.0,-6.3
770,CNP0443217.0,-4.8
771,CNP0340286.0,-6.0
772,CNP0435611.0,-5.7
773,CNP0154024.0,-7.4
774,CNP0575897.1,-8.5
775,CNP0094027.1,-11.3
776,CNP0194530.3,-10.2
777,CNP0192579.4,-10.9
778,CNP0229232.2,-6.8
779,CNP0102012.1,-7.2
780,CNP0563328.1,-9.1
781,CNP0273840.0,-10.6
782,CNP0344512.11,-8.8
783,CNP0372373.2,-6.5
784,CNP0442846.1,-10.8
785,CNP0333356.1,-4.658
786,CNP0333036.0,-9.664
787,CNP0562122.1,-8.138
788,CNP0360164.5,-9.2
789,CNP0317064.1,-8.025
790,CNP0195957.1,-9.424
791,CNP0018879.0,-9.22
792,CNP0220680.2,-10.04
793,CNP0270166.6,-7.958
794,CNP0222091.3,-10.42
795,CNP0109578.1,-10.3
796,CNP0385941.2,-13.3
797,CNP0272912.2,-8.1
798,CNP0285128.2,-8.7
799,CNP0198627.9,-8.3
800,CNP0177081.1,-8.2
801,CNP0104121.1,-8.3
802,CNP0324579.1,-9.7
803,CNP0300317.1,-8.9
804,CNP0193728.1,-8.9
805,CNP0280147.0,-6.4
806,CNP0458846.4,-11.7
807,CNP0351307.0,-4.5
808,CNP0267907.0,-6.0
809,CNP0041476.2,-9.5
810,CNP0526082.0,-8.1
811,CNP0492603.0,-6.0
812,CNP0587032.0,-9.9
813,CNP0568472.0,-11.7
814,CNP0114811.0,-5.8
815,CNP0134784.0,-8.8
816,CNP0521132.1,-10.8
817,CNP0261924.6,-8.7
818,CNP0174924.1,-9.1
819,CNP0164930.2,-8.9
820,CNP0141682.1,-9.0
821,CNP0109444.1,-9.5
822,CNP0086865.1,-6.2
823,CNP0482547.1,-10.2
824,CNP0155248.1,-10.3
825,CNP0247387.1,-5.6
826,CNP0525053.1,
827,CNP0123517.1,-6.1
828,CNP0592160.1,-6.7
829,CNP0136196.0,-5.2
830,CNP0344590.1,-9.6
831,CNP0013405.1,-11.5
832,CNP0349782.1,-9.5
833,CNP0268238.1,-9.9
834,CNP0180506.1,-9.2
835,CNP0098252.0,-5.4
836,CNP0367985.0,
837,CNP0272259.2,-5.3
838,CNP0150640.2,-6.5
839,CNP0215484.1,-6.0
840,CNP0030609.1,
841,CNP0195072.0,-6.0
842,CNP0326028.2,-7.3
843,CNP0283577.1,-7.4
844,CNP0188554.0,-6.6
845,CNP0266055.1,-7.4
846,CNP0128852.0,-8.1
847,CNP0512364.1,-6.6
848,CNP0561196.1,-6.6
849,CNP0346643.2,-6.5
850,CNP0022181.1,-6.8
851,CNP0487892.1,-6.7
852,CNP0171209.4,-6.9
853,CNP0390157.1,-10.3
854,CNP0154621.1,-6.7
855,CNP0539539.1,-6.7
856,CNP0228258.1,-11.1
857,CNP0176071.1,-7.8
858,CNP0338332.2,-8.3
859,CNP0139600.1,-9.0
860,CNP0196519.1,-8.3
861,CNP0222702.1,-9.3
862,CNP0554934.1,-7.3
863,CNP0284687.0,-7.7
864,CNP0507398.1,-6.9
865,CNP0205805.3,-7.7
866,CNP0259693.1,-10.3
867,CNP0191194.5,-8.6
868,CNP0075297.2,-7.9
869,CNP0163541.1,-8.4
870,CNP0529398.1,-8.7
871,CNP0547744.1,-7.7
872,CNP0288551.2,-7.0
873,CNP0194965.2,-8.4
874,CNP0347902.5,-8.1
875,CNP0323972.1,-7.5
876,CNP0428294.2,-10.2
877,CNP0435470.2,-10.5
878,CNP0212072.1,-8.9
879,CNP0231618.1,-8.6
880,CNP0408996.1,-10.3
881,CNP0193466.3,-8.8
