dataset,MAE_mean,MAE_ci,MSE_mean,MSE_ci,RMSE_mean,RMSE_ci,R2_mean,R2_ci,MAPE_mean,MAPE_ci
data/final_features_data/ratios_only.csv,0.44371802146148165,0.00821307144994392,0.3517488383456975,0.015739504869179865,0.5929294658408069,0.013274818373481653,0.8801773901976233,0.005878859732059995,5.231560402493596,0.11405233382685522
