outer_fold,colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,reg_lambda,subsample,inner_rmse
1,1.0,0.1,3,1,100,5,1.0,0.6683863164522764
1,1.0,0.1,3,1,100,5,1.0,0.6558300575033235
1,1.0,0.1,3,1,300,1,0.8,0.60127525579301
1,1.0,0.1,3,1,300,1,0.8,0.630661672770449
1,1.0,0.1,3,1,300,1,0.8,0.6241912810826482
1,1.0,0.1,3,1,300,1,1.0,0.6060530835016684
1,1.0,0.1,3,1,300,1,1.0,0.6313290674263057
1,1.0,0.1,3,1,300,1,1.0,0.626795544796177
1,1.0,0.1,3,1,300,5,0.8,0.6025106544900946
1,1.0,0.1,3,1,300,5,0.8,0.633170317751861
1,1.0,0.1,3,1,300,5,0.8,0.6251829853572595
1,1.0,0.1,3,1,300,5,1.0,0.6089955395344581
1,1.0,0.1,3,1,300,5,1.0,0.6327104626516636
1,1.0,0.1,3,1,300,5,1.0,0.6278803495877578
1,1.0,0.1,3,1,500,1,0.8,0.5967892544565947
1,1.0,0.1,3,1,500,1,0.8,0.6214598405605765
1,1.0,0.1,3,1,500,1,0.8,0.6152290728196635
1,1.0,0.1,3,1,500,1,1.0,0.600644372868173
1,1.0,0.1,3,1,500,1,1.0,0.6232192433284134
1,1.0,0.1,3,1,500,1,1.0,0.6193565756178812
1,1.0,0.1,3,1,500,5,0.8,0.5975137712008015
1,1.0,0.1,3,1,500,5,0.8,0.6221845199159066
1,1.0,0.1,3,1,500,5,0.8,0.6158871540391686
1,1.0,0.1,3,1,500,5,1.0,0.6020634673409729
1,1.0,0.1,3,1,500,5,1.0,0.6237372017761281
1,1.0,0.1,3,1,500,5,1.0,0.6219883580753124
1,1.0,0.1,3,5,100,1,0.8,0.63460140004876
1,1.0,0.1,3,5,100,1,0.8,0.6695519082946777
1,1.0,0.1,3,5,100,1,0.8,0.6550226075925896
1,1.0,0.1,3,5,100,1,1.0,0.6305065043218614
1,1.0,0.1,3,5,100,1,1.0,0.6667162945370707
1,1.0,0.1,3,5,100,1,1.0,0.6513865035267904
1,1.0,0.1,3,5,100,5,0.8,0.631250395523744
1,1.0,0.1,3,5,100,5,0.8,0.6705461687240719
1,1.0,0.1,3,5,100,5,0.8,0.6543095664661216
1,1.0,0.1,3,5,100,5,1.0,0.6360982645452925
1,1.0,0.1,3,5,100,5,1.0,0.6671089451878355
1,1.0,0.1,3,5,100,5,1.0,0.6548220831891176
1,1.0,0.1,3,5,300,1,0.8,0.6016208816356442
1,1.0,0.1,3,5,300,1,0.8,0.6285286819057123
1,1.0,0.1,3,5,300,1,0.8,0.624411620729459
1,1.0,0.1,3,5,300,1,1.0,0.6020131427845569
1,1.0,0.1,3,5,300,1,1.0,0.6278094504764542
1,1.0,0.1,3,5,300,1,1.0,0.6253472967708399
1,1.0,0.1,3,5,300,5,0.8,0.6019827658364032
1,1.0,0.1,3,5,300,5,0.8,0.6322134450593655
1,1.0,0.1,3,5,300,5,0.8,0.6251984472517781
1,1.0,0.1,3,5,300,5,1.0,0.6078957760671259
1,1.0,0.1,3,5,300,5,1.0,0.6315033984355188
1,1.0,0.1,3,5,300,5,1.0,0.6298288906047131
1,1.0,0.1,3,5,500,1,0.8,0.596635784626685
1,1.0,0.1,3,5,500,1,0.8,0.6184570260080967
1,1.0,0.1,3,5,500,1,0.8,0.6174323733032022
1,1.0,0.1,3,5,500,1,1.0,0.5967559385718049
1,1.0,0.1,3,5,500,1,1.0,0.6199413707878765
1,1.0,0.1,3,5,500,1,1.0,0.6200460282049033
1,1.0,0.1,3,5,500,5,0.8,0.5970326688367382
1,1.0,0.1,3,5,500,5,0.8,0.6221407734961443
1,1.0,0.1,3,5,500,5,0.8,0.6153682449991029
1,1.0,0.1,3,5,500,5,1.0,0.601937824094695
1,1.0,0.1,3,5,500,5,1.0,0.6237604417168903
1,1.0,0.1,3,5,500,5,1.0,0.621301609034312
1,1.0,0.1,6,1,100,1,0.8,0.6091709283068607
1,1.0,0.1,6,1,100,1,0.8,0.6261293481766835
1,1.0,0.1,6,1,100,1,0.8,0.6156464280090521
1,1.0,0.1,6,1,100,1,1.0,0.6083365065074127
1,1.0,0.1,6,1,100,1,1.0,0.6257876413169153
1,1.0,0.1,6,1,100,1,1.0,0.6195317048586931
1,1.0,0.1,6,1,100,5,0.8,0.6058740787537886
1,1.0,0.1,6,1,100,5,0.8,0.6235279602205929
1,1.0,0.1,6,1,100,5,0.8,0.6140838672927449
1,1.0,0.1,6,1,100,5,1.0,0.6068770696513905
1,1.0,0.1,6,1,100,5,1.0,0.6220955847763158
1,1.0,0.1,6,1,100,5,1.0,0.6194828938039465
1,1.0,0.1,6,1,300,1,0.8,0.6119509105515728
1,1.0,0.1,6,1,300,1,0.8,0.623096349896525
1,1.0,0.1,6,1,300,1,0.8,0.61381951926156
1,1.0,0.1,6,1,300,1,1.0,0.6101235771589218
1,1.0,0.1,6,1,300,1,1.0,0.6255632393619982
1,1.0,0.1,6,1,300,1,1.0,0.6178336688595443
1,1.0,0.1,6,1,300,5,0.8,0.6094032846115736
1,1.0,0.1,6,1,300,5,0.8,0.6200726561187758
1,1.0,0.1,6,1,300,5,0.8,0.6081214586509747
1,1.0,0.1,6,1,300,5,1.0,0.6068413694800507
1,1.0,0.1,6,1,300,5,1.0,0.6165684863948948
1,1.0,0.1,6,1,300,5,1.0,0.6154972977671528
1,1.0,0.1,6,1,500,1,0.8,0.6140548777717146
1,1.0,0.1,6,1,500,1,0.8,0.6270078586263896
1,1.0,0.1,6,1,500,1,0.8,0.6171462316705062
1,1.0,0.1,6,1,500,1,1.0,0.6129252327134513
1,1.0,0.1,6,1,500,1,1.0,0.6281212746248178
1,1.0,0.1,6,1,500,1,1.0,0.6212671537793938
1,1.0,0.1,6,1,500,5,0.8,0.6131274508787407
1,1.0,0.1,6,1,500,5,0.8,0.6234718814700528
1,1.0,0.1,6,1,500,5,0.8,0.612659618747891
1,1.0,0.1,6,1,500,5,1.0,0.6104932427742824
1,1.0,0.1,6,1,500,5,1.0,0.6177978997626684
1,1.0,0.1,6,1,500,5,1.0,0.6161281469548087
1,1.0,0.1,6,5,100,1,0.8,0.6032811086504485
1,1.0,0.1,6,5,100,1,0.8,0.6231450066558679
1,1.0,0.1,6,5,100,1,0.8,0.6123400226486369
1,1.0,0.1,6,5,100,1,1.0,0.6079248906798087
1,1.0,0.1,6,5,100,1,1.0,0.6246959429438679
1,1.0,0.1,6,5,100,1,1.0,0.6152426530885685
1,1.0,0.1,6,5,100,5,0.8,0.6020485315264734
1,1.0,0.1,6,5,100,5,0.8,0.6219807364706957
1,1.0,0.1,6,5,100,5,0.8,0.61659524092997
1,1.0,0.1,6,5,100,5,1.0,0.6039436535171802
1,1.0,0.1,6,5,100,5,1.0,0.6204452684579046
1,1.0,0.1,6,5,100,5,1.0,0.6182281055408272
1,1.0,0.1,6,5,300,1,0.8,0.6084893594533399
1,1.0,0.1,6,5,300,1,0.8,0.6206307476759755
1,1.0,0.1,6,5,300,1,0.8,0.6111329816994165
1,1.0,0.1,6,5,300,1,1.0,0.6109142105321675
1,1.0,0.1,6,5,300,1,1.0,0.6233909809671851
1,1.0,0.1,6,5,300,1,1.0,0.6129886755650409
1,1.0,0.1,6,5,300,5,0.8,0.605158252942396
1,1.0,0.1,6,5,300,5,0.8,0.6165549011561738
1,1.0,0.1,6,5,300,5,0.8,0.6122554633846685
1,1.0,0.1,6,5,300,5,1.0,0.605094961219343
1,1.0,0.1,6,5,300,5,1.0,0.6166865018783478
1,1.0,0.1,6,5,300,5,1.0,0.6117693103759341
1,1.0,0.1,6,5,500,1,0.8,0.6121762632695406
1,1.0,0.1,6,5,500,1,0.8,0.6247742978531146
1,1.0,0.1,6,5,500,1,0.8,0.6135509006162391
1,1.0,0.1,6,5,500,1,1.0,0.6129967548522416
1,1.0,0.1,6,5,500,1,1.0,0.6249836083773589
1,1.0,0.1,6,5,500,1,1.0,0.6152973596437575
1,1.0,0.1,6,5,500,5,0.8,0.6087969948009465
1,1.0,0.1,6,5,500,5,0.8,0.6202542048343489
1,1.0,0.1,6,5,500,5,0.8,0.6150674028807387
1,1.0,0.1,6,5,500,5,1.0,0.6081293383529688
1,1.0,0.1,6,5,500,5,1.0,0.6187780871552941
1,1.0,0.1,6,5,500,5,1.0,0.6138588024285291
2,0.8,0.03,3,1,100,1,0.8,0.71888776442815
2,0.8,0.03,3,1,100,1,0.8,0.7283157983773815
2,0.8,0.03,3,1,100,1,0.8,0.7200863839388785
2,0.8,0.03,3,1,100,1,1.0,0.7210325196204076
2,0.8,0.03,3,1,100,1,1.0,0.7286146154082357
2,0.8,0.03,3,1,100,1,1.0,0.7239831577387714
2,0.8,0.03,3,1,100,5,0.8,0.7211334205905303
2,0.8,0.03,3,1,100,5,0.8,0.7298039385246445
2,0.8,0.03,3,1,100,5,0.8,0.7213352668680041
2,0.8,0.03,3,1,100,5,1.0,0.7215328356195347
2,0.8,0.03,3,1,100,5,1.0,0.7314686293120853
2,0.8,0.03,3,1,100,5,1.0,0.726409691190708
2,0.8,0.03,3,1,300,1,0.8,0.6432739341303756
2,0.8,0.03,3,1,300,1,0.8,0.650591132882782
2,0.8,0.03,3,1,300,1,0.8,0.6491123550563289
2,0.8,0.03,3,1,300,1,1.0,0.6459176049290232
2,0.8,0.03,3,1,300,1,1.0,0.6536069255306929
2,0.8,0.03,3,1,300,1,1.0,0.65255857977932
2,0.8,0.03,3,1,300,5,0.8,0.6453325331416015
2,0.8,0.03,3,1,300,5,0.8,0.6527746049473508
2,0.8,0.03,3,1,300,5,0.8,0.6484255459812704
2,0.8,0.03,3,1,300,5,1.0,0.6476870311592466
2,0.8,0.03,3,1,300,5,1.0,0.6548951382665696
2,0.8,0.03,3,1,300,5,1.0,0.6540088931230406
2,0.8,0.03,3,1,500,1,0.8,0.6247865081674171
2,0.8,0.03,3,1,500,1,0.8,0.6288604062502049
2,0.8,0.03,3,1,500,1,0.8,0.6305201873129423
2,0.8,0.03,3,1,500,1,1.0,0.6278989590501921
2,0.8,0.03,3,1,500,1,1.0,0.6325201836334347
2,0.8,0.03,3,1,500,1,1.0,0.6361010524866052
2,0.8,0.03,3,1,500,5,0.8,0.6254255323371157
2,0.8,0.03,3,1,500,5,0.8,0.6311211816090628
2,0.8,0.03,3,1,500,5,0.8,0.6293060022582707
2,0.8,0.03,3,1,500,5,1.0,0.6293952450648582
2,0.8,0.03,3,1,500,5,1.0,0.6334658140869561
2,0.8,0.03,3,1,500,5,1.0,0.635427798400898
2,0.8,0.03,3,5,100,1,0.8,0.7201128456826654
2,0.8,0.03,3,5,100,1,0.8,0.7278388948540095
2,0.8,0.03,3,5,100,1,0.8,0.7206545593355367
2,0.8,0.03,3,5,100,1,1.0,0.7218316819776535
2,0.8,0.03,3,5,100,1,1.0,0.7301265340007757
2,0.8,0.03,3,5,100,1,1.0,0.7236365031096319
2,0.8,0.03,3,5,100,5,0.8,0.7211493579120357
2,0.8,0.03,3,5,100,5,0.8,0.7297267764358939
2,0.8,0.03,3,5,100,5,0.8,0.7215804278965564
2,0.8,0.03,3,5,100,5,1.0,0.7215381566444592
2,0.8,0.03,3,5,100,5,1.0,0.731384654397067
2,0.8,0.03,3,5,100,5,1.0,0.7254676790939494
2,0.8,0.03,3,5,300,1,0.8,0.6433700268019678
2,0.8,0.03,3,5,300,1,0.8,0.6507380093211618
2,0.8,0.03,3,5,300,1,0.8,0.6483336921204564
2,0.8,0.03,3,5,300,1,1.0,0.6468943511316171
2,0.8,0.03,3,5,300,1,1.0,0.6544210010008555
2,0.8,0.03,3,5,300,1,1.0,0.6520440863844692
2,0.8,0.03,3,5,300,5,0.8,0.6463036294339475
2,0.8,0.03,3,5,300,5,0.8,0.6519932331217471
2,0.8,0.03,3,5,300,5,0.8,0.6494890529579316
2,0.8,0.03,3,5,300,5,1.0,0.6478447825358529
2,0.8,0.03,3,5,300,5,1.0,0.654748523898045
2,0.8,0.03,3,5,300,5,1.0,0.6534878075188483
2,0.8,0.03,3,5,500,1,0.8,0.6234061432182539
2,0.8,0.03,3,5,500,1,0.8,0.6291464458579519
2,0.8,0.03,3,5,500,1,0.8,0.630471154627893
2,0.8,0.03,3,5,500,1,1.0,0.6287820762571202
2,0.8,0.03,3,5,500,1,1.0,0.6333824538560477
2,0.8,0.03,3,5,500,1,1.0,0.6334726623953026
2,0.8,0.03,3,5,500,5,0.8,0.6260973848523707
2,0.8,0.03,3,5,500,5,0.8,0.6304939718170468
2,0.8,0.03,3,5,500,5,0.8,0.6302927365244597
2,0.8,0.03,3,5,500,5,1.0,0.6285746570483992
2,0.8,0.03,3,5,500,5,1.0,0.6339734784375377
2,0.8,0.03,3,5,500,5,1.0,0.6356076430019562
2,0.8,0.03,6,1,100,1,0.8,0.6340048100744407
2,0.8,0.03,6,1,100,1,0.8,0.6396070105587313
2,0.8,0.03,6,1,100,1,0.8,0.6421681590138676
2,0.8,0.03,6,1,100,1,1.0,0.638376844656609
2,0.8,0.03,6,1,100,1,1.0,0.6399793448642357
2,0.8,0.03,6,1,100,1,1.0,0.6426587155541935
2,0.8,0.03,6,1,100,5,0.8,0.6391927065489137
2,0.8,0.03,6,1,100,5,0.8,0.6484929956241807
2,0.8,0.03,6,1,100,5,0.8,0.6470713140548866
2,0.8,0.03,6,1,100,5,1.0,0.6384750992259836
2,0.8,0.03,6,1,100,5,1.0,0.6470397658324797
2,0.8,0.03,6,1,100,5,1.0,0.64512538292178
2,0.8,0.03,6,1,300,1,0.8,0.5952110997084288
2,0.8,0.03,6,1,300,1,0.8,0.602543335338721
2,0.8,0.03,6,1,300,1,0.8,0.6064885467067808
2,0.8,0.03,6,1,300,1,1.0,0.6009630801676883
2,0.8,0.03,6,1,300,1,1.0,0.6047607608200887
2,0.8,0.03,6,1,300,1,1.0,0.6104771320656873
2,0.8,0.03,6,1,300,5,0.8,0.5949719153357479
2,0.8,0.03,6,1,300,5,0.8,0.6051971456551616
2,0.8,0.03,6,1,300,5,0.8,0.6107108318709601
2,0.8,0.03,6,1,300,5,1.0,0.5995676714636055
2,0.8,0.03,6,1,300,5,1.0,0.6066588830090596
2,0.8,0.03,6,1,300,5,1.0,0.6100884322624255
2,0.8,0.03,6,1,500,1,0.8,0.5909195889776707
2,0.8,0.03,6,1,500,1,0.8,0.5989522070901435
2,0.8,0.03,6,1,500,1,0.8,0.6031540717064772
2,0.8,0.03,6,1,500,1,1.0,0.5955185575816294
2,0.8,0.03,6,1,500,1,1.0,0.5997977298868585
2,0.8,0.03,6,1,500,1,1.0,0.6064603831056327
2,0.8,0.03,6,1,500,5,0.8,0.5885570928480628
2,0.8,0.03,6,1,500,5,0.8,0.6001559314855255
2,0.8,0.03,6,1,500,5,0.8,0.6064720130787115
2,0.8,0.03,6,1,500,5,1.0,0.5947417569172347
2,0.8,0.03,6,1,500,5,1.0,0.6014997943024855
2,0.8,0.03,6,1,500,5,1.0,0.6074848502507165
2,0.8,0.03,6,5,100,1,0.8,0.6348705686415895
2,0.8,0.03,6,5,100,1,0.8,0.6387661197961713
2,0.8,0.03,6,5,100,1,0.8,0.6440823556854751
2,0.8,0.03,6,5,100,1,1.0,0.6372327146016572
2,0.8,0.03,6,5,100,1,1.0,0.6396066064626386
2,0.8,0.03,6,5,100,1,1.0,0.6424339385289443
2,0.8,0.03,6,5,100,5,0.8,0.639230473615181
2,0.8,0.03,6,5,100,5,0.8,0.6475109656479417
2,0.8,0.03,6,5,100,5,0.8,0.6484416146973179
2,0.8,0.03,6,5,100,5,1.0,0.6410938504459264
2,0.8,0.03,6,5,100,5,1.0,0.6469526489702527
2,0.8,0.03,6,5,100,5,1.0,0.6452774268115256
2,0.8,0.03,6,5,300,1,0.8,0.5966446908002287
2,0.8,0.03,6,5,300,1,0.8,0.6008713043863191
2,0.8,0.03,6,5,300,1,0.8,0.6097366414064267
2,0.8,0.03,6,5,300,1,1.0,0.6001762242422936
2,0.8,0.03,6,5,300,1,1.0,0.6059933323959342
2,0.8,0.03,6,5,300,1,1.0,0.6090428489318057
2,0.8,0.03,6,5,300,5,0.8,0.5955991851884671
2,0.8,0.03,6,5,300,5,0.8,0.6045356758625983
2,0.8,0.03,6,5,300,5,0.8,0.610513644086178
2,0.8,0.03,6,5,300,5,1.0,0.6026494572551558
2,0.8,0.03,6,5,300,5,1.0,0.6085385227548695
2,0.8,0.03,6,5,300,5,1.0,0.6089721263264823
2,0.8,0.03,6,5,500,1,0.8,0.591777993787697
2,0.8,0.03,6,5,500,1,0.8,0.5961613319990846
2,0.8,0.03,6,5,500,1,0.8,0.6071246643168621
2,0.8,0.03,6,5,500,1,1.0,0.5961632706464216
2,0.8,0.03,6,5,500,1,1.0,0.6030403129074391
2,0.8,0.03,6,5,500,1,1.0,0.6071219893851176
2,0.8,0.03,6,5,500,5,0.8,0.5903090680998384
2,0.8,0.03,6,5,500,5,0.8,0.5997846524556754
2,0.8,0.03,6,5,500,5,0.8,0.6053392307219042
2,0.8,0.03,6,5,500,5,1.0,0.5961076594728846
2,0.8,0.03,6,5,500,5,1.0,0.603342929840504
2,0.8,0.03,6,5,500,5,1.0,0.6052701196235093
2,0.8,0.1,3,1,100,1,0.8,0.6420425712296257
2,0.8,0.1,3,1,100,1,0.8,0.6513083579296051
2,0.8,0.1,3,1,100,1,0.8,0.651548622681153
2,0.8,0.1,3,1,100,1,1.0,0.6443786842682345
2,0.8,0.1,3,1,100,1,1.0,0.648663992957905
2,0.8,0.1,3,1,100,1,1.0,0.6509752908411427
2,0.8,0.1,3,1,100,5,0.8,0.645534106782018
2,0.8,0.1,3,1,100,5,0.8,0.6485959068480952
2,0.8,0.1,3,1,100,5,0.8,0.6501504732327182
2,0.8,0.1,3,1,100,5,1.0,0.6457757462460619
2,0.8,0.1,3,1,100,5,1.0,0.6509045875904794
2,0.8,0.1,3,1,100,5,1.0,0.6497725203465373
2,0.8,0.1,3,1,300,1,0.8,0.6084838166406571
2,0.8,0.1,3,1,300,1,0.8,0.610107042307603
2,0.8,0.1,3,1,300,1,0.8,0.6231753946814866
2,0.8,0.1,3,1,300,1,1.0,0.6104914099594364
2,0.8,0.1,3,1,300,1,1.0,0.6150320967968613
2,0.8,0.1,3,1,300,1,1.0,0.6238865425282266
2,0.8,0.1,3,1,300,5,0.8,0.611677977080656
2,0.8,0.1,3,1,300,5,0.8,0.6126142617144201
2,0.8,0.1,3,1,300,5,0.8,0.6203009864119775
2,0.8,0.1,3,1,300,5,1.0,0.6118155528705149
2,0.8,0.1,3,1,300,5,1.0,0.6142623657417846
2,0.8,0.1,3,1,300,5,1.0,0.6188082483065833
2,0.8,0.1,3,1,500,1,0.8,0.6006424872705229
2,0.8,0.1,3,1,500,1,0.8,0.6030937295029091
2,0.8,0.1,3,1,500,1,0.8,0.6178189487148016
2,0.8,0.1,3,1,500,1,1.0,0.6029524624280338
2,0.8,0.1,3,1,500,1,1.0,0.6081336375108235
2,0.8,0.1,3,1,500,1,1.0,0.6200889182918887
2,0.8,0.1,3,1,500,5,0.8,0.6042365344446056
2,0.8,0.1,3,1,500,5,0.8,0.6044856537001196
2,0.8,0.1,3,1,500,5,0.8,0.6151585354236794
2,0.8,0.1,3,1,500,5,1.0,0.6034817901760658
2,0.8,0.1,3,1,500,5,1.0,0.6050659588783885
2,0.8,0.1,3,1,500,5,1.0,0.6140530457997457
2,0.8,0.1,3,5,100,1,0.8,0.6439513880770307
2,0.8,0.1,3,5,100,1,0.8,0.6495199786829633
2,0.8,0.1,3,5,100,1,0.8,0.6507847957028399
2,0.8,0.1,3,5,100,1,1.0,0.6460239872010313
2,0.8,0.1,3,5,100,1,1.0,0.6500446766292257
2,0.8,0.1,3,5,100,1,1.0,0.6522527363636
2,0.8,0.1,3,5,100,5,0.8,0.6430767525039578
2,0.8,0.1,3,5,100,5,0.8,0.6480262568950422
2,0.8,0.1,3,5,100,5,0.8,0.6485966812887691
2,0.8,0.1,3,5,100,5,1.0,0.6475725230015253
2,0.8,0.1,3,5,100,5,1.0,0.6503509349558226
2,0.8,0.1,3,5,100,5,1.0,0.6511417745766913
2,0.8,0.1,3,5,300,1,0.8,0.6143716620409554
2,0.8,0.1,3,5,300,1,0.8,0.6143257799502144
2,0.8,0.1,3,5,300,1,0.8,0.623697534836387
2,0.8,0.1,3,5,300,1,1.0,0.6134829961678454
2,0.8,0.1,3,5,300,1,1.0,0.6151258575020205
2,0.8,0.1,3,5,300,1,1.0,0.6256691609654658
2,0.8,0.1,3,5,300,5,0.8,0.6102221144366932
2,0.8,0.1,3,5,300,5,0.8,0.6119154163104185
2,0.8,0.1,3,5,300,5,0.8,0.6154569447887261
2,0.8,0.1,3,5,300,5,1.0,0.6113382670447169
2,0.8,0.1,3,5,300,5,1.0,0.6156498092258552
2,0.8,0.1,3,5,300,5,1.0,0.6220790536547366
2,0.8,0.1,3,5,500,1,0.8,0.6061025697940533
2,0.8,0.1,3,5,500,1,0.8,0.6071741407803103
2,0.8,0.1,3,5,500,1,0.8,0.6189086962423882
2,0.8,0.1,3,5,500,1,1.0,0.605294378975294
2,0.8,0.1,3,5,500,1,1.0,0.6086254177660055
2,0.8,0.1,3,5,500,1,1.0,0.6228888391329407
2,0.8,0.1,3,5,500,5,0.8,0.6019465362679709
2,0.8,0.1,3,5,500,5,0.8,0.6027793706285852
2,0.8,0.1,3,5,500,5,0.8,0.6099522274682405
2,0.8,0.1,3,5,500,5,1.0,0.6049183405965073
2,0.8,0.1,3,5,500,5,1.0,0.6075294309872638
2,0.8,0.1,3,5,500,5,1.0,0.6158270495187201
2,0.8,0.1,6,1,100,1,0.8,0.6050346528998231
2,0.8,0.1,6,1,100,1,0.8,0.6098231984437676
2,0.8,0.1,6,1,100,1,0.8,0.614509209635955
2,0.8,0.1,6,1,100,1,1.0,0.6020871681656794
2,0.8,0.1,6,1,100,1,1.0,0.6123847482086101
2,0.8,0.1,6,1,100,1,1.0,0.6111253866011631
2,0.8,0.1,6,1,100,5,0.8,0.6050599319942369
2,0.8,0.1,6,1,100,5,0.8,0.6135740965490614
2,0.8,0.1,6,1,100,5,0.8,0.6168769276006663
2,0.8,0.1,6,1,100,5,1.0,0.603570894617658
2,0.8,0.1,6,1,100,5,1.0,0.6140243417236781
2,0.8,0.1,6,1,100,5,1.0,0.6118845909811467
2,0.8,0.1,6,1,300,1,0.8,0.6054419987342528
2,0.8,0.1,6,1,300,1,0.8,0.6084184578078318
2,0.8,0.1,6,1,300,1,0.8,0.619069182056383
2,0.8,0.1,6,1,300,1,1.0,0.6007216076160515
2,0.8,0.1,6,1,300,1,1.0,0.6118765922678918
2,0.8,0.1,6,1,300,1,1.0,0.6133347890797886
2,0.8,0.1,6,1,300,5,0.8,0.6033632031624621
2,0.8,0.1,6,1,300,5,0.8,0.6101211496936646
2,0.8,0.1,6,1,300,5,0.8,0.618654086321406
2,0.8,0.1,6,1,300,5,1.0,0.6000534774111072
2,0.8,0.1,6,1,300,5,1.0,0.6099426797153873
2,0.8,0.1,6,1,300,5,1.0,0.6132316626487863
2,0.8,0.1,6,1,500,1,0.8,0.6073985768600922
2,0.8,0.1,6,1,500,1,0.8,0.611586008950053
2,0.8,0.1,6,1,500,1,0.8,0.6226904277608843
2,0.8,0.1,6,1,500,1,1.0,0.6030294060524358
2,0.8,0.1,6,1,500,1,1.0,0.6153626255042697
2,0.8,0.1,6,1,500,1,1.0,0.6168944721474863
2,0.8,0.1,6,1,500,5,0.8,0.605694921818644
2,0.8,0.1,6,1,500,5,0.8,0.6149561044736851
2,0.8,0.1,6,1,500,5,0.8,0.6232852299758871
2,0.8,0.1,6,1,500,5,1.0,0.6034618525140788
2,0.8,0.1,6,1,500,5,1.0,0.6119699846019069
2,0.8,0.1,6,1,500,5,1.0,0.6167734341367848
2,0.8,0.1,6,5,100,1,0.8,0.6016296737557751
2,0.8,0.1,6,5,100,1,0.8,0.6104100098866764
2,0.8,0.1,6,5,100,1,0.8,0.6157276711772603
2,0.8,0.1,6,5,100,1,1.0,0.6030320676413511
2,0.8,0.1,6,5,100,1,1.0,0.6088419209919562
2,0.8,0.1,6,5,100,1,1.0,0.6177642249711759
2,0.8,0.1,6,5,100,5,0.8,0.6027509287695378
2,0.8,0.1,6,5,100,5,0.8,0.6084753114474827
2,0.8,0.1,6,5,100,5,0.8,0.6211019439604736
2,0.8,0.1,6,5,100,5,1.0,0.6068125853958326
2,0.8,0.1,6,5,100,5,1.0,0.6095699874973269
2,0.8,0.1,6,5,100,5,1.0,0.6154085286316273
2,0.8,0.1,6,5,300,1,0.8,0.5994347192586336
2,0.8,0.1,6,5,300,1,0.8,0.6113972715417557
2,0.8,0.1,6,5,300,1,0.8,0.6195800084324937
2,0.8,0.1,6,5,300,1,1.0,0.5996202627395196
2,0.8,0.1,6,5,300,1,1.0,0.609200189151368
2,0.8,0.1,6,5,300,1,1.0,0.6193767445066947
2,0.8,0.1,6,5,300,5,0.8,0.5994337904850656
2,0.8,0.1,6,5,300,5,0.8,0.6068128430222856
2,0.8,0.1,6,5,300,5,0.8,0.6221243432695115
2,0.8,0.1,6,5,300,5,1.0,0.6024756590290212
2,0.8,0.1,6,5,300,5,1.0,0.6047783693704312
2,0.8,0.1,6,5,300,5,1.0,0.6159319797480748
2,0.8,0.1,6,5,500,1,0.8,0.6018495229831436
2,0.8,0.1,6,5,500,1,0.8,0.6160627795675917
2,0.8,0.1,6,5,500,1,0.8,0.6240630285000449
2,0.8,0.1,6,5,500,1,1.0,0.6026427947887245
2,0.8,0.1,6,5,500,1,1.0,0.6123080238719707
2,0.8,0.1,6,5,500,1,1.0,0.6238562278555683
2,0.8,0.1,6,5,500,5,0.8,0.6022834445567913
2,0.8,0.1,6,5,500,5,0.8,0.610538570545752
2,0.8,0.1,6,5,500,5,0.8,0.6264262575164129
2,0.8,0.1,6,5,500,5,1.0,0.6051891162562296
2,0.8,0.1,6,5,500,5,1.0,0.6080965782616913
2,0.8,0.1,6,5,500,5,1.0,0.6197080378969227
2,1.0,0.03,3,1,100,1,0.8,0.7181741619891834
2,1.0,0.03,3,1,100,1,0.8,0.7286705986029208
2,1.0,0.03,3,1,100,1,0.8,0.7189330054161037
2,1.0,0.03,3,1,100,1,1.0,0.7197427098817836
2,1.0,0.03,3,1,100,1,1.0,0.7285815159281289
2,1.0,0.03,3,1,100,1,1.0,0.7223365693283077
2,1.0,0.03,3,1,100,5,0.8,0.7206769328083032
2,1.0,0.03,3,1,100,5,0.8,0.7303871278291373
2,1.0,0.03,3,1,100,5,0.8,0.7213656437504328
2,1.0,0.03,3,1,100,5,1.0,0.7211666132987177
2,1.0,0.03,3,1,100,5,1.0,0.7302206613029663
2,1.0,0.03,3,1,100,5,1.0,0.723629687135766
2,1.0,0.03,3,1,300,1,0.8,0.6429445155113365
2,1.0,0.03,3,1,300,1,0.8,0.6506622799655474
2,1.0,0.03,3,1,300,1,0.8,0.6480102043343487
2,1.0,0.03,3,1,300,1,1.0,0.6463824334058446
2,1.0,0.03,3,1,300,1,1.0,0.6529507032637355
2,1.0,0.03,3,1,300,1,1.0,0.6514832492827632
2,1.0,0.03,3,1,300,5,0.8,0.6452168780555301
2,1.0,0.03,3,1,300,5,0.8,0.6523041844613886
2,1.0,0.03,3,1,300,5,0.8,0.6492668397937905
2,1.0,0.03,3,1,300,5,1.0,0.6476211009862194
2,1.0,0.03,3,1,300,5,1.0,0.6524203809685641
2,1.0,0.03,3,1,300,5,1.0,0.6520167213443798
2,1.0,0.03,3,1,500,1,0.8,0.6237477259937758
2,1.0,0.03,3,1,500,1,0.8,0.6301694665838882
2,1.0,0.03,3,1,500,1,0.8,0.6302263930028297
2,1.0,0.03,3,1,500,1,1.0,0.6280327334508521
2,1.0,0.03,3,1,500,1,1.0,0.6325505743191311
