Fold,MAE,MSE,RMSE,R2
1,0.4434967860056416,0.342820194099962,0.5855084919110585,0.887584109171338
2,0.456765784325081,0.3734505417354383,0.6111059987722575,0.8717872669807697
3,0.43983927511844123,0.34350930918281436,0.5860966722161237,0.8792205452235967
4,0.4563702796011375,0.37890570976071025,0.6155531737881873,0.8727030055416093
5,0.4602512848900901,0.36616756070978707,0.6051178072985351,0.8738501986239705
