Fold,MAE,MSE,RMSE,R2
1,0.516786375176597,0.4551511797246645,0.674648930722242,0.8507490917657401
2,0.5295206966118768,0.4940894762147306,0.7029149850549002,0.8303696071582932
3,0.5136449111055245,0.4621246911003667,0.6797975368448805,0.8375148307840721
4,0.5359774715630942,0.4878903540317901,0.6984914845807285,0.8360885727145433
5,0.526692019187283,0.47477005966355795,0.6890356011582841,0.8364351320205775
